Ser. No.,Primary Odor,Sub Odor,CAS Number,Chemical Name
27619,Lemon,Fruity,2216-45-7,4-Methylbenzyl acetate
27620,Lemon,Sweet,2216-45-7,4-Methylbenzyl acetate
27621,Lemon,Fruity,2306-91-4,Isoamyl decanoate
27622,Lemon,Sweet,2306-91-4,Isoamyl decanoate
27623,Lemon,Citrus,2385-77-5,(R)-(+)-Citronellal
27624,Lemon,Fruity,2432-77-1,S-Methyl hexanethioate
27625,Lemon,Fruity,2445-72-9,Pentyl isobutyrate
27626,Lemon,Sweet,3184-13-2,L-Ornithine hydrochloride
27627,Lemon,Fruity,3209-13-0,3-Methoxy-5-methylphenol
27628,Lemon,Fruity,3658-93-3,"1,1-Diethoxyhexane"
27629,Lemon,Fruity,4112-92-9,Guaiacol butyrate
27630,Lemon,Citrus,4359-57-3,"2-Heptyl-1,3-dioxolane"
27631,Lemon,Fruity,4455-13-4,Ethyl (methylthio)acetate
27632,Lemon,Sweet,4455-13-4,Ethyl (methylthio)acetate
27633,Lemon,Sweet,4673-31-8,3-Propylpyridine
27634,Lemon,Fruity,4747-07--3,1-Methoxyhexane
27635,Lemon,Sweet,4747-07--3,1-Methoxyhexane
27636,Lemon,Fruity,5205-07--2,3-Methyl-3-butenyl acetate
27637,Lemon,Citrus,68555-95-3,"1,5,5-Trimethylcyclohexene"
27638,Lemon,Lemon,68555-95-3,"1,5,5-Trimethylcyclohexene"
27639,Lemon,Fruity,607-97-6,Ethyl 2-ethylacetoacetate
27640,Lemon,Sweet,5406-58-6,"2,5,5-Trimethyl-2-phenyl-1,3-dioxane"
27641,Lemon,Fruity,5421-27-2,Isobutyl 10-undecenoate
27642,Lemon,Fruity,5451-80-9,Heptyl valerate
27643,Lemon,Fruity,5451-88-7,3-Phenylpropyl valerate
27644,Lemon,Sweet,5451-95-6,Nonyl benzoate
27645,Lemon,Fruity,5454-21-7,Benzyl heptanoate
27646,Lemon,Fruity,5461-02--9,Undecyl butyrate
27647,Lemon,Fruity,5461-06--3,Isobutyl octanoate
27648,Lemon,Fruity,5921-82-4,1-Methylhexyl acetate
27649,Lemon,Sour,5978-70-1,(R)-(-)-2-Octanol
27650,Lemon,Fruity,6221-93-8,Dodecyl propionate
27651,Lemon,Fruity,6243-10--3,Cyclohexyl hexanoate
27652,Lemon,Fruity,6270-55-9,Furfuryl isobutyrate
27653,Lemon,Sweet,6270-56-0,2-(Ethoxymethyl)furan
27654,Lemon,Sweet,6314-97-2,"(2,2-Diethoxyethyl)benzene"
27655,Lemon,Citrus,6379-73-3,Carvacrol methyl ether
27656,Lemon,Fruity,6413-10--1,"1,3-Dioxolane-2-acetic acid, 2-methyl-, ethyl ester"
27657,Lemon,Sweet,6413-10--1,"1,3-Dioxolane-2-acetic acid, 2-methyl-, ethyl ester"
27658,Lemon,Sweet,6471-66-5,Benzyl nonanoate
27659,Lemon,Fruity,6561-39-3,Hexyl nonanoate
27660,Lemon,Sharp,6803-40-3,"Thiocyanic acid, hexyl ester"
27661,Lemon,Fruity,6807-11-0,2-(p-Tolyloxy)ethyl acetate
27662,Lemon,Citrus,141-25-3,Rhodinol
27663,Lemon,Fruity,141-25-3,Rhodinol
27664,Lemon,Lemon,141-25-3,Rhodinol
27665,Lemon,Sweet,141-25-3,Rhodinol
27666,Lemon,Sweet,7306-12--9,3-Phenylbut-3-enyl acetate
27667,Lemon,Fruity,7335-26-4,Ethyl 2-methoxybenzoate
27668,Lemon,Sweet,7335-26-4,Ethyl 2-methoxybenzoate
27669,Lemon,Sweet,7403-42-1,4-Methyl-4-phenylpentan-2-one
27670,Lemon,Fruity,7460-74-4,Phenethyl valerate
27671,Lemon,Sweet,7787-20-4,(-)-Fenchone
27672,Lemon,Fruity,10072-05-6,Methyl 2-(dimethylamino)benzoate
27673,Lemon,Sweet,10138-63-3,2-Phenylethyl 3-hydroxypropanoate
27674,Lemon,Fruity,10276-85-4,Benzyl octanoate
27675,Lemon,Fruity,10361-39-4,Benzyl valerate
27676,Lemon,Fruity,10484-56-7,2-Butoxynaphthalene
27677,Lemon,Sweet,10484-56-7,2-Butoxynaphthalene
27678,Lemon,Fruity,13002-09-0,Acetaldehyde diisoamyl acetal
27679,Lemon,Citrus,13254-34-7,"2,6-Dimethyl-2-heptanol"
27680,Lemon,Fruity,13529-27-6,2-(Diethoxymethyl)furan
27681,Lemon,Sweet,13679-74-8,2-Acetyl-5-methylthiophene
27682,Lemon,Fruity,14129-48-7,"4-Octen-3-one, (E)-"
27683,Lemon,Fruity,14289-65-7,Allyl phenethyl ether
27684,Lemon,Sweet,14374-92-6,2-Prop-1-enyl-p-cymene
27685,Lemon,Sweet,14735-72-9,Methyl 2-[[(4-methoxyphenyl)methylene]amino]benzoate
27686,Lemon,Fruity,14898-79-4,(R)-(-)-2-Butanol
27687,Lemon,Fruity,16630-55-0,3-(Methylthio)propyl acetate
27688,Lemon,Sweet,16630-55-0,3-(Methylthio)propyl acetate
27689,Lemon,Fruity,16630-60-7,Methionyl butyrate
27690,Lemon,Fruity,16630-66-3,Methyl (methylthio)acetate
27691,Lemon,Fruity,64001-15-6,"Octahydro-4,7-methano-1H-inden-5-yl acetate"
27692,Lemon,Fruity,14400-67-0,"2,5-Dimethyl-3(2H)-furanone"
27693,Lemon,Fruity,14481-55-1,1-Methyl-1-(4-methylcyclohex-3-enyl)ethyl valerate
27694,Lemon,Citrus,14576-08-0,"Cyclohexene, 4-(1-methoxy-1-methylethyl)-1-methyl-"
27695,Lemon,Fruity,15111-56-5,"3-Cyclohexene-1-carboxylic acid, ethyl ester"
27696,Lemon,Sweet,15111-56-5,"3-Cyclohexene-1-carboxylic acid, ethyl ester"
27697,Lemon,Citrus,15760-18-6,3-(4-Methylcyclohex-3-en-1-yl)butan-1-ol
27698,Lemon,Sweet,15760-18-6,3-(4-Methylcyclohex-3-en-1-yl)butan-1-ol
27699,Lemon,Fruity,16491-24-0,"2,4-Hexadienyl isobutyrate"
27700,Lemon,Sweet,16491-24-0,"2,4-Hexadienyl isobutyrate"
27701,Lemon,Fruity,16930-93-1,"Hexa-2,4-dienyl butyrate"
27702,Lemon,Fruity,17369-60-7,"5-Ethyl-2,3,4,5-tetramethyl-2-cyclohexenone"
27703,Lemon,Fruity,17369-61-8,"5-Ethyl-3,4,5,6-tetramethyl-2-cyclohexen-1-one"
27704,Lemon,Fruity,17511-60-3,Tricyclodecenyl propionate
27705,Lemon,Fruity,18433-93-7,"2-Isobutyl-4-methyl-1,3-dioxolane"
27706,Lemon,Sour,18433-93-7,"2-Isobutyl-4-methyl-1,3-dioxolane"
27707,Lemon,Sweet,18433-93-7,"2-Isobutyl-4-methyl-1,3-dioxolane"
27708,Lemon,Fruity,18436-37-8,alpha-Hexyl-gamma-butyrolactone
27709,Lemon,Sweet,18436-37-8,alpha-Hexyl-gamma-butyrolactone
27710,Lemon,Citrus,18479-49-7,"3,7-Dimethyl-1-octen-3-ol"
27711,Lemon,Citrus,18479-51-1,"3,7-Dimethyloct-6-en-3-ol"
27712,Lemon,Citrus,18479-54-4,"4,6-Octadien-3-ol, 3,7-dimethyl-"
27713,Lemon,Sweet,18479-54-4,"4,6-Octadien-3-ol, 3,7-dimethyl-"
27714,Lemon,Citrus,18479-57-7,"2,6-Dimethyloctan-2-ol"
27715,Lemon,Sweet,18479-57-7,"2,6-Dimethyloctan-2-ol"
27716,Lemon,Fruity,18479-68-0,p-Menth-1-en-9-ol
27717,Lemon,Fruity,19329-89-6,Isoamyl lactate
27718,Lemon,Fruity,17597-95-4,"1-(2,2-Dimethoxyethoxy)hexane"
27719,Lemon,Sweet,17597-95-4,"1-(2,2-Dimethoxyethoxy)hexane"
27720,Lemon,Fruity,18362-97-5,Isopropyl valerate
27721,Lemon,Citrus,22104-80-9,2-Decenol
27722,Lemon,Citrus,14507-02-9,"Deca-2,4-dien-1-ol"
27723,Lemon,Fruity,14507-02-9,"Deca-2,4-dien-1-ol"
27724,Lemon,Fruity,18794-77-9,2-Hexylthiophene
27725,Lemon,Citrus,18824-63-0,"1,1-Dimethoxynonane"
27726,Lemon,Fruity,19872-52-7,4-Mercapto-4-methyl-2-pentanone
27727,Lemon,Sweet,19894-97-4,(-)-Myrtenol
27728,Lemon,Fruity,2445-76-3,Hexyl propionate
27729,Lemon,Citrus,20298-69-5,cis-2-Tert-Butylcyclohexyl acetate
27730,Lemon,Fruity,20298-69-5,cis-2-Tert-Butylcyclohexyl acetate
27731,Lemon,Fruity,20125-81-9,Oct-2-en-4-ol
27732,Lemon,Fruity,20175-19-3,"Nonanal, 2-(phenylmethylene)-"
27733,Lemon,Fruity,2756-56-1,Isobornyl propionate
27734,Lemon,Citrus,20286-45-7,3-Octyl butyrate
27735,Lemon,Fruity,20286-45-7,3-Octyl butyrate
27736,Lemon,Citrus,20780-48-7,"3,7-Dimethyloctan-3-yl acetate"
27737,Lemon,Fruity,21145-77-7,Tonalid
27738,Lemon,Sweet,21145-77-7,Tonalid
27739,Lemon,Fruity,21963-26-8,2-Nonenoic acid gamma-lactone
27740,Lemon,Citrus,22457-25-6,"3,7-Dimethyloct-6-enal oxime"
27741,Lemon,Fruity,22717-57-3,Methyl 5-methylsalicylate
27742,Lemon,Fruity,23511-70-8,2-Phenoxyethyl butyrate
27743,Lemon,Acid,23747-45-7,S-Methyl 3-methylbutanethioate
27744,Lemon,Sharp,23747-45-7,S-Methyl 3-methylbutanethioate
27745,Lemon,Citrus,24691-15-4,"cis-3-Ethoxy-1,1,5-trimethylcyclohexane"
27746,Lemon,Fruity,255714-11-5,"2-Butenoic acid, 2-methyl-, 3,7-dimethyl-6-octenyl ester, (2E)-"
27747,Lemon,Sweet,22030-19-9,"3-Buten-2-ol, 4-(2,6,6-trimethyl-1-cyclohexen-1-yl)-, 2-acetate"
27748,Lemon,Citrus,22418-66-2,"3,7-Dimethyl-2-methyleneocta-6-enal"
27749,Lemon,Citrus,22629-49-8,2-Tridecenenitrile
27750,Lemon,Citrus,22810-10-2,"Octane, 1-ethoxy-3,7-dimethyl-"
27751,Lemon,Fruity,22874-79-9,"2-Butenoic acid, octyl ester"
27752,Lemon,Fruity,23267-57-4,"3-Buten-2-one, 4-(2,2,6-trimethyl-7-oxabicyclo[4.1.0]hept-1-yl)-"
27753,Lemon,Sweet,23267-57-4,"3-Buten-2-one, 4-(2,2,6-trimethyl-7-oxabicyclo[4.1.0]hept-1-yl)-"
27754,Lemon,Fruity,23747-43-5,Ethyl 2-(methyldithio)propionate
27755,Lemon,Citrus,23832-18-0,2-Mercaptopinane
27756,Lemon,Cool,23832-18-0,2-Mercaptopinane
27757,Lemon,Fruity,25225-08-5,"Cyclohexanemethanol, alpha,3,3-trimethyl-, formate"
27758,Lemon,Fruity,25225-10-9,"1-(3,3-Dimethylcyclohexyl)ethyl acetate"
27759,Lemon,Citrus,1195-92-2,Limonene oxide
27760,Lemon,Fruity,1195-92-2,Limonene oxide
27761,Lemon,Sweet,1222-05-5,Galaxolide
27762,Lemon,Sweet,68140-48-7,Traseolide
27763,Lemon,Fruity,56423-43-9,Heptyl isovalerate
27764,Lemon,Sweet,1222-05-5,Galaxolide
27765,Lemon,Cool,56011-02-0,Isopentyl phenethyl ether
27766,Lemon,Sweet,56011-02-0,Isopentyl phenethyl ether
27767,Lemon,Sweet,639-99-6,Elemol
27768,Lemon,Citrus,5794-03--6,(+)-Camphene
27769,Lemon,Cool,5794-03--6,(+)-Camphene
27770,Lemon,Fruity,6750-60-3,Spathulenol
27771,Lemon,Fruity,35852-46-1,cis-3-HEXENYLVALERATE
27772,Lemon,Fruity,56973-85-4,"1-(5,5-Dimethyl-1-cyclohexen-1-yl)-4-penten-1-one"
27773,Lemon,Fruity,50448-95-8,2-Ethylhexyl 3-mercaptopropionate
27774,Lemon,Sharp,495-60-3,Zingiberene
27775,Lemon,Fruity,585-24-0,Isobutyl lactate
27776,Lemon,Sweet,5655-61-8,(-)-Bornyl acetate
27777,Lemon,Citrus,13744-15-5,beta-Cubebene
27778,Lemon,Fruity,13744-15-5,beta-Cubebene
27779,Lemon,Fruity,27538-09-6,5-Ethyl-4-hydroxy-2-methylfuran-3(2H)-one
27780,Lemon,Sweet,27538-09-6,5-Ethyl-4-hydroxy-2-methylfuran-3(2H)-one
27781,Lemon,Citrus,37677-14-8,4-(4-Methyl-3-pentenyl)cyclohex-3-ene-1-carbaldehyde
27782,Lemon,Fruity,54306-00-2,"1,1-Diethoxyhex-2-ene"
27783,Lemon,Fruity,57856-81-2,Allyl decanoate
27784,Lemon,Sweet,57856-81-2,Allyl decanoate
27785,Lemon,Citrus,57893-27-3,6-Acetoxydihydrotheaspirane
27786,Lemon,Fruity,57934-97-1,"Ethyl 2-ethyl-6,6-dimethylcyclohex-2-ene-1-carboxylate"
27787,Lemon,Fruity,58244-29-4,"1,3-Dioxolane, 4-methyl-2-(4-methylphenyl)-"
27788,Lemon,Sweet,512-61-8,alpha-Santalene
27789,Lemon,Fruity,7384-98-7,Propylene glycol dicaprylate
27790,Lemon,Sweet,13341-72-5,Isomintlactone
27791,Lemon,Fruity,41816-03-9,"Spiro(1,4-methanonaphthalene-2(1H),2'-oxirane), 3,4,4a,5,8,8a-hexahydro-3',7-dimethyl-"
27792,Lemon,Cool,57576-09-7,Isopulegyl acetate
27793,Lemon,Sweet,57576-09-7,Isopulegyl acetate
27794,Lemon,Sweet,69103-20-4,"2,2-Dimethyl-3-(3-methylpenta-2,4-dienyl)oxirane"
27795,Lemon,Fruity,6454-22-4,"2-Hexyl-4,5-dimethyl-1,3-dioxolane"
27796,Lemon,Fruity,2092-49-1,Dehydrodivanillin
27797,Lemon,Sweet,40527-42-2,"1,3-Benzodioxole, 5-(diethoxymethyl)-"
27798,Lemon,Sweet,67633-94-7,"2-Benzyl-4,4,6-trimethyl-1,3-dioxane"
27799,Lemon,Fruity,6290-17-1,"Ethyl 2,4-dimethyl-1,3-dioxolane-2-acetate"
27800,Lemon,Sweet,5421-00-1,(Tetrahydrofuryl)methyl phenylacetate
27801,Lemon,Fruity,1540-29-0,Ethyl 2-acetylhexanoate
27802,Lemon,Fruity,6297-41-2,Butyl 2-methylvalerate
27803,Lemon,Fruity,2109-22-0,2-Cyclohexylpropanal
27804,Lemon,Fruity,68391-39-9,"4-Methyl-2-octyl-1,3-dioxolane"
27805,Lemon,Citrus,41496-43-9,2-Methyl-3-(p-tolyl)propionaldehyde
27806,Lemon,Fruity,41496-43-9,2-Methyl-3-(p-tolyl)propionaldehyde
27807,Lemon,Sweet,41496-43-9,2-Methyl-3-(p-tolyl)propionaldehyde
27808,Lemon,Citrus,67801-65-4,"3,6-Dimethylcyclohex-3-ene-1-carbaldehyde"
27809,Lemon,Fruity,25415-62-7,Pentyl 3-methylbutanoate
27810,Lemon,Fruity,2445-69-4,2-Methylbutyl isobutyrate
27811,Lemon,Fruity,1608-72-6,1-Ethoxyethyl acetate
27812,Lemon,Fruity,13109-70-1,Bornyl butyrate
27813,Lemon,Fruity,2051-50-5,1-Methylheptyl acetate
27814,Lemon,Fruity,2051-96-9,Benzyl lactate
27815,Lemon,Sweet,89-43-0,Aurantiol
27816,Lemon,Fruity,5764-85-2,Ethyl 3-hydroxy-3-phenylpropanoate
27817,Lemon,Sweet,59052-82-3,Cyclododecyl formate
27818,Lemon,Sweet,59151-19-8,"2-Cyclohexene-1-carboxylic acid, 2-methyl-4-oxo-6-pentyl-, ethyl ester"
27819,Lemon,Fruity,59230-57-8,4-Isopropylbenzyl acetate
27820,Lemon,Sweet,59230-57-8,4-Isopropylbenzyl acetate
27821,Lemon,Fruity,67715-80-4,"2-Methyl-4-propyl-1,3-oxathiane"
27822,Lemon,Fruity,59354-71-1,"Propanoic acid, 2-methyl-, 1,1-dimethyl-2-phenylethyl ester"
27823,Lemon,Sweet,7500-42-7,"2,6,6-Trimethyl-2-hydroxycyclohexanone"
27824,Lemon,Fruity,6382-06--5,Amyl lactate
27825,Lemon,Citrus,39736-25-9,Heptyl phenylacetate
27826,Lemon,Sweet,39736-25-9,Heptyl phenylacetate
27827,Lemon,Sweet,25485-88-5,Cyclohexyl 2-hydroxybenzoate
27828,Lemon,Citrus,54889-48-4,"1,1-Diethoxyoctane"
27829,Lemon,Fruity,54889-48-4,"1,1-Diethoxyoctane"
27830,Lemon,Fruity,35472-56-1,Ethyl 2-(methylamino)benzoate
27831,Lemon,Sweet,35472-56-1,Ethyl 2-(methylamino)benzoate
27832,Lemon,Sweet,89-88-3,"6-Azulenol, 1,2,3,3a,4,5,6,8a-octahydro-4,8-dimethyl-2-(1-methylethylidene)-"
27833,Lemon,Sharp,1405-92-1,Cedrenyl acetate
27834,Lemon,Fruity,1073-11-6,"2(3H)-Furanone, 5-ethenyldihydro-5-methyl-"
27835,Lemon,Sweet,4433-36-7,"6,10-Dimethylundec-9-en-2-one"
27836,Lemon,Cool,1365-19-1,"Linalool, oxide"
27837,Lemon,Cool,5947-36-4,Pinocarveol
27838,Lemon,Fruity,26912-64-1,"4,7-Methano-1H-indene, 3a,4,5,6,7,7a-hexahydro-5-(2-propen-1-yloxy)-"
27839,Lemon,Fruity,2438-20-2,2-Methylbutyl propionate
27840,Lemon,Sweet,2438-20-2,2-Methylbutyl propionate
27841,Lemon,Citrus,2445-67-2,Isobutyl 2-methylbutyrate
27842,Lemon,Fruity,2445-67-2,Isobutyl 2-methylbutyrate
27843,Lemon,Sweet,2445-67-2,Isobutyl 2-methylbutyrate
27844,Lemon,Citrus,2550-11-0,"4,7-Dimethyloct-6-en-3-one"
27845,Lemon,Fruity,2550-11-0,"4,7-Dimethyloct-6-en-3-one"
27846,Lemon,Fruity,24851-98-7,Methyl dihydrojasmonate
27847,Lemon,Sweet,24851-98-7,Methyl dihydrojasmonate
27848,Lemon,Citrus,2874-76-2,2-Ethyldecanoic acid
27849,Lemon,Fruity,2983-37-1,Ethyl 2-ethylhexanoate
27850,Lemon,Fruity,3390-12--3,"2,4-Dimethyl-1,3-dioxolane"
27851,Lemon,Sweet,3407-42-9,"3-(5,5,6-Trimethylbicyclo(2.2.1)hept-2-yl)cyclohexanol"
27852,Lemon,Sweet,19342-01-9,"(R)-(+)-N,N-Dimethyl-1-phenylethylamine"
27853,Lemon,Sweet,65113-99-7,Sandalore
27854,Lemon,Fruity,65443-14-3,"2,2,5-Trimethyl-5-pentylcyclopentan-1-one"
27855,Lemon,Fruity,52089-55-1,Ethyl 2-hydroxyhexanoate
27856,Lemon,Sweet,52210-18-1,"3-Buten-2-ol, 4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-, acetate"
27857,Lemon,Citrus,52474-60-9,"3-Cyclohexene-1-carboxaldehyde, 1-methyl-3-(4-methyl-3-penten-1-yl)-"
27858,Lemon,Fruity,52475-89-5,"3-Cyclohexene-1-carboxaldehyde, 3-(4-methyl-3-pentenyl)-"
27859,Lemon,Sweet,52514-66-6,"2-Methoxy-4-(4,4,6-trimethyl-1,3-dioxan-2-yl)phenol"
27860,Lemon,Sweet,52514-67-7,"2-Ethoxy-4-(4,4,6-trimethyl-1,3-dioxan-2-yl)phenol"
27861,Lemon,Fruity,52557-97-8,Methylcamphenoate
27862,Lemon,Fruity,52788-71-3,Ethyl 3-p-tolyloxirane-2-carboxylate
27863,Lemon,Sweet,52788-71-3,Ethyl 3-p-tolyloxirane-2-carboxylate
27864,Lemon,Fruity,53018-24-9,"4,7-Methano-1H-indene, 3a,4,5,6,7,7a-hexahydro-5-methoxy-"
27865,Lemon,Sweet,53018-24-9,"4,7-Methano-1H-indene, 3a,4,5,6,7,7a-hexahydro-5-methoxy-"
27866,Lemon,Citrus,53767-93-4,"2,6-Dimethyloct-7-en-2-yl acetate"
27867,Lemon,Citrus,54089-83-7,3-Methyl-5-phenylpentanenitrile
27868,Lemon,Sweet,54089-83-7,3-Methyl-5-phenylpentanenitrile
27869,Lemon,Citrus,52517-67-6,"Undecane, 1,1-dimethoxy-"
27870,Lemon,Sweet,63885-09-6,6-Methylheptanal
27871,Lemon,Sweet,53338-05-9,"1,3-Dioxepin, 4,7-dihydro-2-methyl-2-(3-methylbutyl)-"
27872,Lemon,Sweet,53488-14-5,"Acetaldehyde, (octyloxy)-"
27873,Lemon,Sweet,53751-40-9,Veratryl acetate
27874,Lemon,Fruity,64988-06-3,o-(Ethoxymethyl)anisole
27875,Lemon,Fruity,67401-27-8,"3-(3-Butenyl)-2,4,4-trimethylcyclohex-2-en-1-one"
27876,Lemon,Sweet,67785-76-6,"Benzoic acid, 2-[(2-phenylethylidene)amino]-, methyl ester"
27877,Lemon,Sweet,67785-77-7,Benzylisopropyl propionate
27878,Lemon,Fruity,67860-01-9,Maltyl butyrate
27879,Lemon,Sweet,67860-01-9,Maltyl butyrate
27880,Lemon,Sweet,67874-67-3,Methyl 2-(decylideneamino)benzoate
27881,Lemon,Fruity,67923-82-4,"Isotridecane, 1,1'-[(3,7-dimethyl-6-octenylidene)bis(oxy)]bis-"
27882,Lemon,Sweet,66062-78-0,"2-Norbornanemethanol, alpha,3,3-trimethyl-"
27883,Lemon,Sweet,66068-84-6,"Cyclohexanol, 4-(5,5,6-trimethylbicyclo(2.2.1)hept-2-yl)-"
27884,Lemon,Sweet,66072-32-0,"4-((1R,2R,4R)-Born-2-yl)cyclohexanol"
27885,Lemon,Citrus,66327-54-6,Vernaldehyde
27886,Lemon,Fruity,67633-92-5,"4,7-Methano-1H-indene, 5-(diethoxymethyl)-3a,4,5,6,7,7a-hexahydro-"
27887,Lemon,Fruity,266-803-5,Allyl (3-methylbutoxy)acetate
27888,Lemon,Sweet,67634-12-2,Methyl 2-[[[4-(4-hydroxy-4-methylpentyl)-3-cyclohexenyl]methylene]amino]benzoate
27889,Lemon,Fruity,67634-20-2,"3a,4,5,6,7,7a-Hexahydro-4,7-methano-1H-inden-5-yl isobutyrate"
27890,Lemon,Sweet,67634-22-4,"2,4-Dimethylcyclohexylmethyl acetate"
27891,Lemon,Citrus,67634-25-7,"3,5-Dimethylcyclohex-3-ene-1-methyl acetate"
27892,Lemon,Fruity,67663-01-8,5-Hexyl-4-methyldihydrofuran-2(3H)-one
27893,Lemon,Citrus,67674-46-8,"6,6-Dimethoxy-2,5,5-trimethylhex-2-ene"
27894,Lemon,Fruity,67674-46-8,"6,6-Dimethoxy-2,5,5-trimethylhex-2-ene"
27895,Lemon,Fruity,67689-50-3,"Tetrahydro-alpha,alpha,5-trimethyl-5-vinylfurfuryl acetate"
27896,Lemon,Sweet,67801-33-6,"2-Nonanone, 3-(hydroxymethyl)-"
27897,Lemon,Citrus,67845-42-5,Citronellal methylanthranilate
27898,Lemon,Sharp,67845-42-5,Citronellal methylanthranilate
27899,Lemon,Fruity,67859-96-5,"3,3,5-Trimethylcyclohexyl acetate"
27900,Lemon,Sweet,67859-96-5,"3,3,5-Trimethylcyclohexyl acetate"
27901,Lemon,Fruity,67874-78-6,Decahydro-2-naphthyl isobutyrate
27902,Lemon,Sweet,67923-85-7,"2-Octanol, 8,8-bis(isotridecyloxy)-2,6-dimethyl-"
27903,Lemon,Citrus,67999-56-8,"4a,7-Methano-4aH-naphth[1,8a-b]oxirene, octahydro-4,4,8,8-tetramethyl-"
27904,Lemon,Citrus,68039-24-7,"8-(1-Methoxyethoxy)-2,6-dimethyloct-2-ene"
27905,Lemon,Lemon,68039-24-7,"8-(1-Methoxyethoxy)-2,6-dimethyloct-2-ene"
27906,Lemon,Fruity,68039-26-9,Pentyl 2-methylbutyrate
27907,Lemon,Sweet,68039-39-4,"3a,4,5,6,7,7a-Hexahydro-4,7-methano-1H-inden-6-yl isobutyrate"
27908,Lemon,Fruity,68039-44-1,"Propanoic acid, 2,2-dimethyl-, 3a,4,5,6,7,7a-hexahydro-4,7-methano-1H-inden-6-yl ester"
27909,Lemon,Sweet,68039-44-1,"Propanoic acid, 2,2-dimethyl-, 3a,4,5,6,7,7a-hexahydro-4,7-methano-1H-inden-6-yl ester"
27910,Lemon,Citrus,68084-04-8,3-(4-Methyl-3-pentenyl)cyclohex-3-ene-1-carbonitrile
27911,Lemon,Fruity,3494-76-6,"2,4-Diisopropyl-5,5-dimethyl-1,3-dioxane"
27912,Lemon,Sweet,654486,"Azulene, 1,2,3,4,5,6,7,8-octahydro-1,4-dimethyl-7-(1-methylethenyl)-, (1S,4S,7R)-"
27913,Lemon,Sweet,3738-00-9,Ambrox
27914,Lemon,Citrus,13851-11-1,Fenchyl acetate
27915,Lemon,Sweet,13851-11-1,Fenchyl acetate
27916,Lemon,Fruity,4359-47-1,"1,3-Dioxolane, 2-(1-ethylpentyl)-"
27917,Lemon,Citrus,5182-36-5,"2,4,6-Trimethyl-4-phenyl-1,3-dioxane"
27918,Lemon,Fruity,60763-41-9,"1,1-Diethoxy-2-amyl-3-phenyl-2-propene"
27919,Lemon,Fruity,60763-42-0,"3,6-Dimethyl-3-octyl acetate"
27920,Lemon,Sweet,60763-42-0,"3,6-Dimethyl-3-octyl acetate"
27921,Lemon,Sweet,60788-25-2,Citronellyl ethyl oxalate
27922,Lemon,Fruity,60826-15-5,Nonan-3-yl acetate
27923,Lemon,Lemon,55050-40-3,"6-Octenal, 7-methyl-3-methylene-"
27924,Lemon,Fruity,55764-22-2,"Ethanethioic acid, S-(2,5-dimethyl-3-furanyl) ester"
27925,Lemon,Fruity,60416-24-2,Cyclohexylpropyl acetate
27926,Lemon,Lemon,68141-17-3,"1,1-Dimethoxy-2-methylundecane"
27927,Lemon,Citrus,68258-95-7,"2,4-Dimethyl-2-(4-methylpent-3-enyl)-1,3-dioxolane"
27928,Lemon,Sweet,68366-65-4,(-)-Menthyl isobutyrate
27929,Lemon,Citrus,68391-29-7,"2,3,5,5-Tetramethylhexanal"
27930,Lemon,Citrus,68480-08-0,"2-Octanol, 2,6-dimethyl-, 2-acetate"
27931,Lemon,Citrus,68480-11-5,"Decahydrospiro[furan-2(3H),5'-[4,7]methano[5h]indene]"
27932,Lemon,Sweet,68527-74-2,"2-Methoxy-4-(4-methyl-1,3-dioxolan-2-yl)phenol"
27933,Lemon,Sharp,68527-76-4,"2-Ethoxy-4-(4-methyl-1,3-dioxolan-2-yl)phenol"
27934,Lemon,Sweet,68527-76-4,"2-Ethoxy-4-(4-methyl-1,3-dioxolan-2-yl)phenol"
27935,Lemon,Fruity,68555-57-7,Citronellyl anthranilate
27936,Lemon,Sweet,68555-57-7,Citronellyl anthranilate
27937,Lemon,Fruity,68555-59-9,Tetrahydroionyl acetate
27938,Lemon,Fruity,68132-80-9,"Hexanoic acid, methyl-, 2-propen-1-yl ester"
27939,Lemon,Sweet,68132-80-9,"Hexanoic acid, methyl-, 2-propen-1-yl ester"
27940,Lemon,Fruity,68227-51-0,2-Methyl-5-oxo-1-cyclopenten-1-yl butyrate
27941,Lemon,Fruity,68480-28-4,Prenyl formate
27942,Lemon,Sweet,68555-60-2,Isoamyl 2-octynoate
27943,Lemon,Fruity,68555-63-5,Maltol propionate
27944,Lemon,Sweet,68555-63-5,Maltol propionate
27945,Lemon,Fruity,5953-49-1,1-Methylpentyl acetate
27946,Lemon,Sour,5953-49-1,1-Methylpentyl acetate
27947,Lemon,Citrus,5988-91-0,"3,7-Dimethyloctanal"
27948,Lemon,Lemon,5988-91-0,"3,7-Dimethyloctanal"
27949,Lemon,Sweet,6493-80-7,"3-Cyclohexene-1-carboxylic acid, 1-methyl-, methyl ester"
27950,Lemon,Citrus,6784-13-0,3-(4-Methylcyclohex-3-en-1-yl)butanal
27951,Lemon,Fruity,7367-90-0,Ethyl 3-hydroxyoctanoate
27952,Lemon,Citrus,80-26-2,alpha-Terpinyl acetate
27953,Lemon,Fruity,80-26-2,alpha-Terpinyl acetate
27954,Lemon,Sweet,80-26-2,alpha-Terpinyl acetate
