Sr.No.,Name,SMILES,CAS No,Mol. Wt.,Mol. Formula,PubChem,ZINC
1028,Methylthiouracil,CC1=CC(=O)NC(=S)N1,56-04-2,206.31,C5H6N2OS,667493,ZINC5037820
1029,Sinestrol,CC[C@H](C1=CC=C(C=C1)O)[C@H](CC)C2=CC=C(C=C2)O,5635-50-7,211.21,C18H22O2,6432746,ZINC56546
1030,Pyrantel,CN1CCCN=C1/C=C/C2=CC=CS2,15686-83-6,202.28,C11H14N2S,708857,ZINC97996
1031,"(2R)-2-Amino-3-(3,4-dihydroxyphenyl)-2-methylpropanoic acid",C[C@@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N,2799-15-7,250.38,C10H13NO4,721860,ZINC125025
1032,Benzo[a]pyrene,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,50-32-8,252.31,C20H12,2336,ZINC1530818
1033,1-(1-Naphthyl)-2-thiourea,C1=CC=C2C(=C1)C=CC=C2NC(=S)N,86-88-4,443.63,C11H10N2S,736366,ZINC3875603
1034,Orbinamon,CN1CCN(CC1)CC/C=C/2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,3313-27-7,379.52,C23H29N3O2S2,941650,ZINC29747244
1035,Tiotixene,CN1CCN(CC1)CC/C=C2/C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,3313-26-6,128.15,C23H29N3O2S2,941651,ZINC30690433
1036,Thaumatin B,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C3CCCCCC3,53850-34-3,112.13,C19H29N3O3S,1151816,ZINC54991825
1037,2-Thiouracil,C1=CNC(=S)NC1=O,141-90-2,167.19,C4H4N2OS,1269845,ZINC5127810
1038,"(2Z,4E)-Hexa-2,4-dienoic acid",C/C=C/C=CC(=O)O,5309-57-9,91.14,C6H8O2,1549236,ZINC5828461
1039,Thioguanine,C1=NC2=C(N1)C(=S)N=C(N2)N,154-42-7,76.12,C5H5N5S,2723601,ZINC6382803
1040,Thiosemicarbazide,C(=S)(N)NN,79-19-6,96.06,CH5N3S,2723789,ZINC8830546
1041,Thiourea,C(=S)(N)N,62-56-6,180.16,CH4N2S,2723790,ZINC8437745
1042,Benzocaine,CCOC(=O)C1=CC=C(C=C1)N,94-09-7,165.19,C9H11NO2,2337,ZINC12358719
1043,Sodium propionate,CCC(=O)[O-].[Na+],137-40-6,183.59,C3H5O2Na,2723816,
1044,D-Fructose,C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O,6347-01--9,184.15,C6H12O6,2723872,ZINC895134
1045,L-Glutamic acid hydrochloride,C(CC(=O)O)[C@@H](C(=O)O)N.Cl,138-15-8,159.98,C5H10ClNO4,2723891,
1046,Ammonium tartrate,C(C(C(=O)[O-])O)(C(=O)[O-])O.[NH4+].[NH4+],3164-29-2,780.94,C4H12N2O6,2724224,
1047,Sodium cacodylate,C[As](=O)(C)[O-].[Na+],124-65-2,324.42,C2H6AsNaO2,2724247,
1048,Digoxin,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,20830-75-5,286.65,C41H64O14,2724385,ZINC242548690
1049,Tris(2-carboxyethyl)phosphine hydrochloride,C(CP(CCC(=O)O)CCC(=O)O)C(=O)O.Cl,51805-45-9,324.41,C6H12Cl3O4P,2734570,
1050,"alpha-D-Glucopyranoside, beta-D-fructofuranosyl, diacetate hexakis(2-methylpropanoate)",CC(C)C(=O)OC[C@@]1([C@H]([C@@H]([C@H](O1)COC(=O)C)OC(=O)C(C)C)OC(=O)C(C)C)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC(=O)C)OC(=O)C(C)C)OC(=O)C(C)C)OC(=O)C(C)C,27216-37-1,111.04,C18H30O13,2735139,ZINC113007357
1051,Potassium citrate monohydrate,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.O.[K+].[K+].[K+],6100-05--6,228.37,C6H7K3O8,2735208,
1052,Bergapten,COC1=C2C=CC(=O)OC2=CC3=C1C=CO3,484-20-8,216.19,C12H8O4,2355,ZINC57731
1053,"8,8-Diethoxy-2,6-dimethyloct-2-ene",CCOC(CC(C)CCC=C(C)C)OCC,71662-17-4,110.20,C14H28O2,3018210,ZINC33606065
1054,Lithium,[Li],7439-93-2,198.13,Li,3028194,
1055,Ammonium sulfocarbamate,C(=S)(N)S.N,208-166-8,237.15,CH6N2S2,3032322,
1056,Dinitro-o-cresol,CC1=C(C=CC(=C1[N+](=O)[O-])[N+](=O)[O-])O,1335-85-9,144.94,C7H6N2O5,3032394,ZINC33649248
1057,Aluminum ammonium sulfate,[NH4+].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Al+3],7784-25-0,46.01,AlH4NO8S2,3032540,
1058,Aluminum sodium phosphate,[O-]P(=O)([O-])[O-].[Na+].[Al+3],7785-88-8,252.07,AlNaO4P+,3032541,
1059,Nitrogen dioxide,N(=O)[O],10102-44-0,370.45,NO2,3032552,
1060,Ammoniated mercury,[NH2-].[Cl-].[Hg+2],134762-05-3,324.42,ClH2HgN,3032553,
1061,Thiophanate,CCOC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OCC,23564-06-9,613.83,C14H18N4O4S2,3032792,ZINC5316700
1062,Bronopol,C(C(CO)([N+](=O)[O-])Br)O,52-51-7,199.99,C3H6BrNO4,2450,ZINC1088216
1063,Quinine,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,130-95-0,143.37,C20H24N2O2,3034034,ZINC3831404
1064,Potassium antimonyl d-tartrate,C(C(C(=O)[O-])[O-])(C(=O)[O-])[O-].C(C(C(=O)[O-])[O-])(C(=O)[O-])[O-].[K+].[K+].[Sb+3].[Sb+3],64070-11-7,904.99,C8H4K2O12Sb2,3048869,
1065,Veegum,[O-][Si]([O-])([O-])[O-].[Mg+2].[Al+3],12511-31-8,305.81,AlMgO4Si+,3084116,
1066,O-Palmitoylpullulan,CCCCCCCCCCCCCCCC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O)CO)O)O)O)O)O)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,53572-58-0,792.02,C40H72O22,3085039,
1067,Dimethyldithiocarbamate zinc salt,CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Zn+2],137-30-4,316.55,C6H12N2S4Zn,3485262,
1068,Bromosulfophthalein,C1=CC(=C(C=C1C2(C3=C(C(=C(C(=C3Br)Br)Br)Br)C(=O)O2)C4=CC(=C(C=C4)O)S(=O)(=O)[O-])S(=O)(=O)[O-])O,_,806.93,C20H8Br4O10S2-2,3533588,
1069,Hydroxyethylcellulose,CC(COCC1C(C(C(C(O1)OC2C(OC(C(C2OCC(C)O)OCC(C)O)OCC(C)O)COCC(C)O)OCC(C)O)OCC(C)O)OCC(C)O)O,9004-62-0,344.10,C29H52O21,4327536,
1070,Picrate,C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],14798-26-6,352.88,C6H2N3O7-,4432340,
1071,Disodium aurothiomalate,C(C(C(=O)[O-])[S-])C(=O)[O-].[Au+],12244-57-4,265.30,C4H3AuNa2O4S,4479093,
1072,Butabarbital,CCC(C)C1(C(=O)NC(=O)NC1=O)CC,125-40-6,212.25,C10H16N2O3,2479,ZINC968345
1073,Trimangol,C(CNC(=S)[S-])NC(=S)[S-].[Mn+2],12427-38-2,330.30,C4H6MnN2S4,5075889,
1074,Sodium alginate,C1(C(C(OC(C1O)O)C(=O)[O-])O)O.[Na+],14984-39-5,277.76,C6H9NaO7,5102882,
1075,Calcium disodium versenate,C(C[NH+](CC(=O)[O-])CC(=O)[O-])[NH+](CC(=O)[O-])CC(=O)[O-].[Ca+2],62-33-9,254.47,C10H16N2O8,5150303,ZINC19364242
1076,Zineb,C(CNC(=[SH+])[S-])NC(=S)S.[Zn],12122-67-7,202.16,C4H6N2S4Zn,5284484,
1077,"(2,4,5-Trichlorophenoxy)acetate",C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)[O-],_,450.70,C8H4Cl3O3-,5257909,
1078,Bergaptol,C1=CC(=O)OC2=CC3=C(C=CO3)C(=C21)O,486-60-2,384.64,C11H6O4,5280371,ZINC5842977
1079,Vitamin K,CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(C)/CCCC(C)CCCC(C)CCCC(C)C,12001-79-5,464.38,C31H46O2,5280483,ZINC3831329
1080,Cholecalciferol,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CCC/C2=CC=C/3C[C@H](CCC3=C)O)C,67-97-0,634.72,C27H44O,5280795,ZINC4474460
1081,Isoquercitrin,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,482-35-9,459.96,C21H20O12,5280804,ZINC4096845
1082,Butyl 4-aminobenzoate,CCCCOC(=O)C1=CC=C(C=C1)N,94-25-7,193.24,C11H15NO2,2482,ZINC1530937
1083,Clemastine fumarate,C[C@@](C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCC[C@H]3CCCN3C.C(=C/C(=O)O)C(=O)O,14976-57-9,285.34,C25H30ClNO5,5281069,
1084,Hydromorphone,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3C(=O)CC4,466-99-9,1297.12,C17H19NO3,5284570,ZINC402954
1085,Vitamin K1,CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C,84-80-0,725.79,C31H46O2,5284607,ZINC3831332
1086,gamma-Cyclodextrin,C(C1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(C(C8O)O)OC9C(OC(O2)C(C9O)O)CO)CO)CO)CO)CO)CO)CO)O)O)O,17465-86-0,252.26,C48H80O40,5287407,
1087,Tryptase,CC1=CC(=CC2=C1C=CC(=O)O2)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)OC(C)(C)C.CC(=O)O,9002-07--7,207.20,C35H47N7O10,5311489,
1088,Eugenone,CC(=O)CC(=O)C1=C(C=C(C=C1OC)OC)OC,480-27-3,118.70,C13H16O5,5317271,ZINC14822185
1089,Cacodylic acid,C[As](=O)(C)O,75-60-5,138.00,C2H7AsO2,2513,
1090,Furazolidone,C1COC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-],67-45-8,384.64,C8H7N3O5,5323714,ZINC113418
1091,Sodium ricinate,CCCCCC[C@H](C/C=CCCCCCCCC(=O)O)O.[Na+],5323-95-5,634.72,C18H33NaO3,5351453,
1092,Lead,[Pb],7439-92-1,290.40,Pb,5352425,
1093,Tin powder,[Sn],7440-31-5,266.33,Sn,5352426,
1094,Octinoxate,CCCCC(CC)COC(=O)/C=C/C1=CC=C(C=C1)OC,83834-59-7,74.92,C18H26O3,5355130,ZINC1633889
1095,Isodienestrol,C/C=C(C(=C/C)C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,35495-11-5,384.64,C18H18O2,5356512,ZINC4742540
1096,Aluminum,[Al],7429-90-5,198.18,Al,5359268,
1097,Thallium,[Tl],7440-28-0,885.43,Tl,5359464,
1098,Caffeine,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,58-08-2,194.19,C8H10N4O2,2519,ZINC1084
1099,Arsenic,[As],7440-38-2,250.29,Ar,5359596,
1100,Cymoxanil,CCNC(=O)NC(=O)/C(=N/OC)/C#N,57966-95-7,198.14,C7H10N4O3,5364079,ZINC2001652
1101,Trielaidin,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C/CCCCCCCC)COC(=O)CCCCCCC/C=C/CCCCCCCC,537-39-3,637.72,C57H104O6,5364673,ZINC85541324
1102,Cinoxate,CCOCCOC(=O)/C=C/C1=CC=C(C=C1)OC,104-28-9,398.29,C14H18O4,5373773,ZINC2041136
1103,Estroral,C/C=C(C1=CC=C(C=C1)O)/C(=CC)/C2=CC=C(C=C2)O,84-17-3,435.43,C18H18O2,5390103,ZINC12503200
1104,Benzcurine iodide,CC[N+](CC)(CC)CCOC1=C(C(=CC=C1)OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC.[I-],65-29-2,148.07,C30H60N3O3+3,5458167,ZINC3830882
1105,Methscopolamine bromide,C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C.[Br-],155-41-9,146.12,C18H24BrNO4,5459110,
1106,Cayston,C[C@H]1[C@@H](C(=O)N1S(=O)(=O)O)NC(=O)/C(=N/OC(C)(C)C(=O)O)/C2=CSC(=N2)N,78110-38-0,9.01,C13H17N5O8S2,5459211,ZINC3830264
1107,Calcium DL-pantothenate,CC(C)(CO)C(C(=O)NCCC(=O)[O-])O.CC(C)(CO)C(C(=O)NCCC(=O)[O-])O.[Ca+2],63409-48-3,476.53,C9H17NO5,2529,ZINC5356910
1108,Cob(II)alamin,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]4([C@H]([C@@H]5[C@]6([C@@]([C@@H](C(=N6)/C(=C7/[C@@]([C@@H](C(=N7)/C=C8/C([C@@H](C(=N8)/C(=C4[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co],13408-78-1,24.30,C63H88CoN14O14P,5460183,
1109,d-Tartaric acid,C(C(C(=O)O)O)(C(=O)O)O,147-71-7,12.01,C4H6O6,439655,ZINC895296
1110,Beryllium,[Be],7440-41-7,321.80,Be,5460467,
1111,Magnesium,[Mg],7439-95-4,116.08,Mg,5462224,
1112,Carbon,[C],1333-86-4,175.32,C,5462310,
1113,Heroin,CC(=O)O[C@H]1C=C[C@H]2[C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)OC(=O)C)CCN3C,561-27-3,387.86,C21H23NO5,5462328,ZINC4097183
1114,Hydromorphone hydrochloride,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3C(=O)CC4.Cl,71-68-1,184.23,C17H19NO3,5462347,ZINC103567300
1115,Azodicarbonamide,C(=O)(N)/N=N/C(=O)N,123-77-3,885.43,C2H4N4O2,5462814,ZINC12404985
1116,Barium(2+) difluoride,[F-].[F-].[Ba+2],_,226.66,BaF2,5463523,
1117,"1,1,3-Triethoxypropane",CCOCCC(OCC)OCC,7789-92-6,176.25,C9H20O3,24624,
1118,Bis(2-ethylhexyl) adipate,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,103-23-1,370.57,C22H42O4,7641,
1119,Quinine bisulfate,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.OS(=O)(=O)O,549-56-4,422.50,C20H26N2O6S,11949689,
1120,Pimelic acid,C(CCC(=O)O)CCC(=O)O,111-16-0,160.17,C7H12O4,385,
1121,Malic acid,C(C(C(=O)O)O)C(=O)O,6915-15-7,134.09,C4H6O5,525,
1122,DL-Alanine,CC(C(=O)O)N,302-72-7,89.09,C3H7NO2,602,
1123,Nonadecane,CCCCCCCCCCCCCCCCCCC,629-92-5,268.52,C19H40,12401,
1124,"(2R,3R,4S,5S)-2,3,4,5-Tetrahydroxyhexanal",C[C@@H]([C@@H]([C@H]([C@H](C=O)O)O)O)O,3615-41-6,164.16,C6H12O5,19233,
