Sr. No,Primary Odor,Sub-odor,CAS-Id,Chemical name
19327,Fruity,Pineapple,623-37-0,3-Hexanol
19328,Fruity,Pineapple,623-42-7,Methyl butyrate
19329,Fruity,Pineapple,624-24-8,Methyl valerate
19330,Fruity,Pineapple,624-54-4,Pentyl propionate
19331,Fruity,Pineapple,626-77-7,Propyl hexanoate
19332,Fruity,Pineapple,626-82-4,Butyl hexanoate
19333,Fruity,Pineapple,637-78-5,Isopropyl propionate
19334,Fruity,Pineapple,644-49-5,Propyl isobutyrate
19335,Fruity,Pineapple,659-70-1,Isoamyl isovalerate
19336,Fruity,Pineapple,819-97-6,Sec-Butyl butyrate
19337,Fruity,Pineapple,1599-49-1,"4-Methyl-2-pentyl-1,3-dioxolane"
19338,Fruity,Pineapple,2035-99-6,Isopentyl octanoate
19339,Fruity,Pineapple,2051-78-7,Allyl butyrate
19340,Fruity,Pineapple,2198-61-0,Isopentyl hexanoate
19341,Fruity,Pineapple,2311-46-8,Isopropyl hexanoate
19342,Fruity,Pineapple,2412-80-8,Methyl 4-methylvalerate
19343,Fruity,Pineapple,2497-18-9,Hex-2-enyl acetate
19344,Fruity,Pineapple,2639-63-6,Hexyl butyrate
19345,Fruity,Pineapple,2705-87-5,Allyl cyclohexanepropionate
19346,Fruity,Pineapple,2835-39-4,Allyl isovalerate
19347,Fruity,Pineapple,3658-77-3,Furaneol
19348,Fruity,Pineapple,4728-82-9,Allyl cyclohexaneacetate
19349,Fruity,Pineapple,4230-97-1,Allyl octanoate
19350,Fruity,Pineapple,4630-82-4,Methyl cyclohexanecarboxylate
19351,Fruity,Pineapple,7493-74-5,Allyl phenoxyacetate
19352,Fruity,Pineapple,123-19-3,4-Heptanone
19353,Fruity,Pineapple,123-66-0,Ethyl hexanoate
19354,Fruity,Pineapple,123-68-2,Allyl hexanoate
19355,Fruity,Pineapple,123-86-4,Butyl acetate
19356,Fruity,Pineapple,71500-37-3,"Allyl 3,5,5-trimethylhexanoate"
19357,Fruity,Pineapple,96-04-8,"2,3-Heptanedione"
19358,Fruity,Pineapple,591-68-4,Butyl valerate
19359,Fruity,Pineapple,638-11-9,Isopropyl butyrate
19360,Fruity,Pineapple,2305-25-1,Ethyl 3-hydroxyhexanoate
19361,Fruity,Pineapple,2349-13-5,Heptyl isobutyrate
19362,Fruity,Pineapple,6222-35-1,Cyclohexyl propionate
19363,Fruity,Pineapple,6290-37-5,2-Phenylethyl hexanoate
19364,Fruity,Pineapple,7493-65-4,Allyl cyclohexanebutyrate
19365,Fruity,Pineapple,7493-68-7,Allyl cyclohexanevalerate
19366,Fruity,Pineapple,7493-72-3,Allyl nonanoate
19367,Fruity,Pineapple,7493-76-7,Allyl 10-undecenoate
19368,Fruity,Pineapple,10031-90-0,Ethyl 2-furanpropionate
19369,Fruity,Pineapple,10094-36-7,Ethyl 3-cyclohexylpropanoate
19370,Fruity,Pineapple,13327-56-5,Ethyl 3-(methylthio)propionate
19371,Fruity,Pineapple,15706-73-7,Butyl 2-methylbutyrate
19372,Fruity,Pineapple,32665-23-9,Isopropyl isovalerate
19373,Fruity,Pineapple,36701-01-6,Furfuryl pentanoate
19374,Fruity,Pineapple,53399-81-8,Ethyl 2-methyl-4-pentenoate
19375,Fruity,Pineapple,78-36-4,Linalyl butyrate
19376,Fruity,Pineapple,93-92-5,1-Phenylethyl acetate
19377,Fruity,Pineapple,2173-56-0,Pentyl valerate
19378,Fruity,Pineapple,39255-32-8,Ethyl 2-methylpentanoate
19379,Fruity,Pineapple,53053-51-3,Methyl 4-(methylthio)butyrate
19380,Fruity,Pineapple,10484-09-0,Allyl salicylate
19381,Fruity,Pineapple,141-06-0,Propyl valerate
19382,Fruity,Pineapple,6243-10--3,Cyclohexyl hexanoate
19383,Fruity,Pineapple,6321-45-5,Allyl valerate
19384,Fruity,Pineapple,10276-85-4,Benzyl octanoate
19385,Fruity,Pineapple,16630-60-7,Methionyl butyrate
19386,Fruity,Pineapple,16491-24-0,"2,4-Hexadienyl isobutyrate"
19387,Fruity,Pineapple,18433-93-7,"2-Isobutyl-4-methyl-1,3-dioxolane"
19388,Fruity,Pineapple,18362-97-5,Isopropyl valerate
19389,Fruity,Pineapple,56973-85-4,"1-(5,5-Dimethyl-1-cyclohexen-1-yl)-4-penten-1-one"
19390,Fruity,Pineapple,57856-81-2,Allyl decanoate
19391,Fruity,Pineapple,67715-80-4,"2-Methyl-4-propyl-1,3-oxathiane"
19392,Fruity,Pineapple,65504-94-1,"Pyrazine, 2-ethoxymethyl-"
19393,Fruity,Pineapple,266-803-5,Allyl (3-methylbutoxy)acetate
19394,Fruity,Pineapple,68555-63-5,Maltol propionate
19395,Fruity,Pineapple,68901-15-5,"Acetic acid, (cyclohexyloxy)-, 2-propenyl ester"
19396,Fruity,Pineapple,63095-34-1,"Propanenitrile, 3-(10-undecenyloxy)-"
19397,Fruity,Pineapple,35194-30-0,9-Decen-2-one
19398,Fruity,Pineapple,32737-14-7,2-Ethoxy-3-methylpyrazine
19399,Fruity,Pineapple,14352-61-5,Methyl cyclohexylacetate
19400,Fruity,Pineapple,1117-65-3,Ethyl 3-octenoate
19401,Fruity,Pineapple,37064-20-3,Propyl 2-methylbutyrate
19402,Fruity,Pineapple,74758-91-1,Methylthiomethyl hexanoate
19403,Fruity,Pineapple,76649-23-5,Prenyl isobutyrate
19404,Fruity,Pineapple,7786-58-5,Octyl isovalerate
19405,Fruity,Pineapple,7778-87-2,Propyl heptanoate
19406,Fruity,Pineapple,1551-44-6,Cyclohexyl butyrate
19407,Fruity,Pineapple,7149-29-3,2-Methylallyl butyrate
19408,Fruity,Pineapple,10544-63-5,Ethyl crotonate
19409,Fruity,Pineapple,2305-25-1,Ethyl (S)-3-hydroxyhexanoate
19410,Fruity,Pineapple,2050-01--3,Isopentyl isobutyrate
19411,Fruity,Pineapple,21188-58-9,Methyl 3-hydroxyhexanoate
19412,Fruity,Pineapple,2177-77-7,Methyl 2-methylpentanoate
19413,Fruity,Pineapple,2441-06--7,Ethyl 2-hydroxy-3-methylbutanoate
19414,Fruity,Pineapple,4906-24-5,Acetoin acetate
19415,Fruity,Pineapple,66576-71-4,Isopropyl 2-methylbutyrate
19416,Fruity,Pineapple,93762-35-7,Pentyl 3-(methylthio)propionate
19417,Fruity,Pineapple,2217-33-6,Tetrahydrofurfuryl butyrate
19418,Fruity,Pineapple,5870-68-8,Ethyl 3-methylpentanoate
19419,Fruity,Pineapple,7779-23-9,Linalyl hexanoate
19420,Fruity,Pineapple,65813-53-8,2-Phenylpropyl isobutyrate
19421,Fruity,Pineapple,1866-31-5,Allyl cinnamate
19422,Fruity,Pineapple,6789-80-6,cis-3-Hexenal
19423,Fruity,Pineapple,2396-84-1,Ethyl sorbate
19424,Fruity,Pineapple,103-41-3,Cinnamein
19425,Fruity,Pineapple,31501-11-8,(Z)-3-Hexenyl hexanoate
19426,Fruity,Pineapple,34495-71-1,Ethyl cis-4-octenoate
19427,Fruity,Pineapple,21063-71-8,Methyl (Z)-oct-4-enoate
19428,Fruity,Pineapple,72276-09-6,"Ethyl 4,7-octadienoate"
19429,Fruity,Pineapple,56922-74-8,trans-2-Hexenyl valerate
19430,Fruity,Pineapple,103-59-3,Cinnamyl isobutyrate
19431,Fruity,Pineapple,76649-16-6,Ethyl trans-4-decenoate
19432,Fruity,Pineapple,2396-83-0,Ethyl 3-hexenoate
19433,Fruity,Pineapple,2396-78-3,"3-Hexenoic acid, methyl ester"
19434,Fruity,Pineapple,109-20-6,Geranyl isovalerate
19435,Fruity,Pineapple,16939-73-4,trans-2-Heptenyl acetate
19436,Fruity,Pineapple,26553-47-9,Ethyl oct-3-enoate
19437,Fruity,Pineapple,7367-82-0,"2-Octenoic acid, ethyl ester"
19438,Fruity,Pineapple,53398-85-9,cis-3-Hexenyl 2-methylbutanoate
19439,Fruity,Pineapple,73545-15-0,Isobutyl 2-butenoate
19440,Fruity,Pineapple,10402-47-8,Geranyl valerate
19441,Fruity,Pineapple,4643-27-0,Propenyl butyl ketone
19442,Fruity,Pineapple,19089-92-0,Hexyl crotonate
19443,Fruity,Pineapple,16356-11-9,"1,3,5-Undecatriene"
19444,Fruity,Pineapple,53398-87-1,cis-3-Hexenyl trans-2-hexenoate
19445,Fruity,Pineapple,35154-45-1,cis-3-Hexenyl isovalerate
19446,Fruity,Pineapple,16491-25-1,"2,4-Hexadienol monopropionate"
19447,Fruity,Pineapple,1617-23-8,Ethyl (E)-2-methylpent-3-enoate
19448,Fruity,Pineapple,22014-48-8,Ethyl 4-(methylthio)butyrate
19449,Fruity,Pineapple,73545-16-1,Sorbyl isobutyrate
19450,Fruity,Pineapple,54653-25-7,Ethyl 5-hexenoate
19451,Fruity,Pineapple,75587-05-2,Ethyl 5-hydroxyoctanoate
19452,Fruity,Pineapple,30895-79-5,Allyl sorbate
19453,Fruity,Pineapple,56973-87-6,"1-(3,3-Dimethylcyclohexyl)pent-4-en-1-one"
19454,Fruity,Pineapple,59323-76-1,"cis-2-Methyl-4-propyl-1,3-oxathiane"
19455,Fruity,Pineapple,39255-32-8,"Valeric acid, 2-methyl-, ethyl ester, (+)-"
19456,Fruity,Pineapple,15848-49-4,"2-Cyclopentene-1-acetic acid, ethyl ester"
19457,Fruity,Pineapple,224031-70-3,"4-Penten-1-one, 1-spiro[4.5]dec-7-en-7-yl-"
19458,Fruity,Pineapple,39924-27-1,Ethyl cis-4-heptenoate
19459,Fruity,Pineapple,313973-37-4,"1,6-Heptadien-3-one, 2-cyclohexyl-"
19460,Fruity,Pineapple,69925-33-3,"Ethyl (Z)-4,7-octadienoate"
19461,Fruity,Pineapple,233665-96-8,Ethyl 3-(methylthio)butyrate
19462,Fruity,Pineapple,71978-00-2,"5-Octen-1-ol, acetate, (Z)-"
19463,Fruity,Plum,93-15-2,Methyleugenol
19464,Fruity,Plum,93-89-0,Ethyl benzoate
19465,Fruity,Plum,103-37-7,Benzyl butyrate
19466,Fruity,Plum,104-21-2,4-Methoxybenzyl acetate
19467,Fruity,Plum,104-53-0,3-Phenylpropanal
19468,Fruity,Plum,105-68-0,Isoamyl propionate
19469,Fruity,Plum,105-85-1,Citronellyl formate
19470,Fruity,Plum,106-30-9,Ethyl heptanoate
19471,Fruity,Plum,107-31-3,Methyl formate
19472,Fruity,Plum,110-45-2,Isopentyl formate
19473,Fruity,Plum,112-23-2,Heptyl formate
19474,Fruity,Plum,140-11-4,Benzyl acetate
19475,Fruity,Plum,505-57-7,Hexenal
19476,Fruity,Plum,592-84-7,Butyl formate
19477,Fruity,Plum,614-99-3,Ethyl 2-furoate
19478,Fruity,Plum,705-86-2,delta-Decalactone
19479,Fruity,Plum,7452-79-1,Ethyl 2-methylbutyrate
19480,Fruity,Plum,7756-96-9,Butyl anthranilate
19481,Fruity,Plum,10094-34-5,"Butanoic acid, 1,1-dimethyl-2-phenylethyl ester"
19482,Fruity,Plum,126-64-7,Linalyl benzoate
19483,Fruity,Plum,35044-68-9,"2-Buten-1-one, 1-(2,6,6-trimethyl-1-cyclohexen-1-yl)-, (2Z)-"
19484,Fruity,Plum,629-33-4,Hexyl formate
19485,Fruity,Plum,6309-51-9,Isoamyl laurate
19486,Fruity,Plum,10031-86-4,1-Phenylpropyl butyrate
19487,Fruity,Plum,10031-93-3,Ethyl 4-phenylbutanoate
19488,Fruity,Plum,13678-60-9,Furfuryl isovalerate
19489,Fruity,Plum,43052-87-5,"2-Buten-1-one, 1-(2,6,6-trimethyl-2-cyclohexen-1-yl)-, (2E)-"
19490,Fruity,Plum,93-92-5,1-Phenylethyl acetate
19491,Fruity,Plum,5452-07--3,3-Phenylpropyl isovalerate
19492,Fruity,Plum,5461-08--5,Piperonyl isobutyrate
19493,Fruity,Plum,607-90-9,Propyl salicylate
19494,Fruity,Plum,6413-10--1,"1,3-Dioxolane-2-acetic acid, 2-methyl-, ethyl ester"
19495,Fruity,Plum,6290-17-1,"Ethyl 2,4-dimethyl-1,3-dioxolane-2-acetate"
19496,Fruity,Plum,33673-62-0,"2(3H)-Furanone, dihydro-4-methyl-5-pentyl-"
19497,Fruity,Plum,67874-78-6,Decahydro-2-naphthyl isobutyrate
19498,Fruity,Plum,39872-57-6,"2-Buten-1-one, 1-(2,4,4-trimethyl-2-cyclohexen-1-yl)-"
19499,Fruity,Plum,76649-23-5,Prenyl isobutyrate
19500,Fruity,Plum,73003-91-5,Guaiyl butyrate
19501,Fruity,Plum,94201-19-1,8-Methyl-1-oxaspiro[4.5]decan-2-one
19502,Fruity,Plum,6963-56-0,Anisyl butyrate
19503,Fruity,Plum,7149-29-3,2-Methylallyl butyrate
19504,Fruity,Plum,136115-65-6,"2-Propenoic acid, 3-(methylthio)-, ethyl ester, (E)-"
19505,Fruity,Plum,103-36-6,Ethyl cinnamate
19506,Fruity,Plum,1866-31-5,Allyl cinnamate
19507,Fruity,Plum,23726-92-3,"(Z)-1-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-2-buten-1-one"
19508,Fruity,Plum,6728-26-3,2-Hexenal
19509,Fruity,Plum,2351-90-8,Ethyl (2Z)-oct-2-enoate
19510,Fruity,Plum,7367-82-0,"2-Octenoic acid, ethyl ester"
19511,Fruity,Plum,2345-24-6,Neryl isobutyrate
19512,Fruity,Plum,23696-85-7,beta-Damascenone
19513,Fruity,Plum,23726-91-2,beta-Damascone
19514,Fruity,Plum,7492-37-7,3-Benzyl-4-heptanone
19515,Fruity,Plum,7774-79-0,4-(4-Methylphenyl)-2-butanone
19516,Fruity,Plum,68039-73-6,2-Cyclopentylcyclopentyl crotonate
19517,Fruity,Plum,68133-79-9,Apritone
19518,Fruity,Plum,39872-57-6,"(E)-1-(2,4,4-Trimethyl-2-cyclohexen-1-yl)-2-buten-1-one"
19519,Fruity,Plum,35206-51-0,"1,3-Dimethylbutyl 2-butenoate"
19520,Fruity,Plum,35087-49-1,"2-Buten-1-one, 1-(2,2-dimethyl-6-methylenecyclohexyl)-"
19521,Fruity,Plum,15848-49-4,"2-Cyclopentene-1-acetic acid, ethyl ester"
19522,Fruity,Plum,357650-26-1,Pomarose
19523,Fruity,Plum,7774-60-9,"alpha,alpha-Dimethylbenzyl isobutyrate"
19524,Fruity,Plum,68959-28-4,Jasmolactone
19525,Fruity,Pomegranate,76649-23-5,Prenyl isobutyrate
19526,Fruity,Prune,93-58-3,Methyl benzoate
19527,Fruity,Prune,10094-34-5,"Butanoic acid, 1,1-dimethyl-2-phenylethyl ester"
19528,Fruity,Prune,31501-11-8,(Z)-3-Hexenyl hexanoate
19529,Fruity,Prune,67905-40-2,"Oxiranecarboxylic acid, 3-methyl-3-(2-(2,6,6-trimethyl-2-cyclohexen-1-yl)ethenyl)-, methyl ester"
19530,Fruity,Prune,68039-69-0,1-Cyclohexylethyl 2-butenoate
19531,Fruity,Pulpy fruit,13327-56-5,Ethyl 3-(methylthio)propionate
19532,Fruity,Pulpy fruit,3460-44-4,alpha-Methylbenzyl butyrate
19533,Fruity,Pulpy fruit,53398-80-4,trans-2-Hexenyl propionate
19534,Fruity,Pulpy fruit,31501-11-8,(Z)-3-Hexenyl hexanoate
19535,Fruity,Quince,110-40-7,Diethyl sebacate
19536,Fruity,Quince,67233-91-4,Ethyl 9-decenoate
19537,Fruity,Quince,92343-93-6,"(2S,4R)-4-Methyl-2-[(1E)-3-methylbuta-1,3-dienyl]oxolane"
19538,Fruity,Raisin,59354-71-1,"Propanoic acid, 2-methyl-, 1,1-dimethyl-2-phenylethyl ester"
19539,Fruity,Raisin,7779-67-1,Isoamyl 3-(2-furan)propionate
19540,Fruity,Raisin,7492-37-7,3-Benzyl-4-heptanone
19541,Fruity,Raisin,357650-26-1,Pomarose
19542,Fruity,Raisin,87118-95-4,"3,4,5,6,6-Pentamethylheptan-2-ol"
19543,Fruity,Raspberry,103-82-2,Phenylacetic acid
19544,Fruity,Raspberry,93-15-2,Methyleugenol
19545,Fruity,Raspberry,101-97-3,Ethyl phenylacetate
19546,Fruity,Raspberry,109-60-4,Propyl acetate
19547,Fruity,Raspberry,120-57-0,Piperonal
19548,Fruity,Raspberry,589-59-3,Isobutyl isovalerate
19549,Fruity,Raspberry,3572-06--3,4-(3-Oxobutyl)phenyl acetate
19550,Fruity,Raspberry,5471-51-2,4-(4-Hydroxyphenyl)-2-butanone
19551,Fruity,Raspberry,14073-97-3,Menthone
19552,Fruity,Raspberry,16409-43-1,Rose oxide
19553,Fruity,Raspberry,16409-45-3,Menthyl acetate
19554,Fruity,Raspberry,21722-83-8,2-Cyclohexylethyl acetate
19555,Fruity,Raspberry,31499-72-6,Dihydro-alpha-ionone
19556,Fruity,Raspberry,104-20-1,4-(4-Methoxyphenyl)-2-butanone
19557,Fruity,Raspberry,142-60-9,Octyl propionate
19558,Fruity,Raspberry,591-68-4,Butyl valerate
19559,Fruity,Raspberry,15111-96-3,Perillyl acetate
19560,Fruity,Raspberry,38462-22-5,p-Mentha-8-thiol-3-one
19561,Fruity,Raspberry,55418-52-5,Piperonyl acetone
19562,Fruity,Raspberry,67874-72-0,2-Tert-Pentylcyclohexyl acetate
19563,Fruity,Raspberry,5452-07--3,3-Phenylpropyl isovalerate
19564,Fruity,Raspberry,5462-06--6,3-(4-Methoxyphenyl)-2-methylpropanal
19565,Fruity,Raspberry,7335-26-4,Ethyl 2-methoxybenzoate
19566,Fruity,Raspberry,10484-56-7,2-Butoxynaphthalene
19567,Fruity,Raspberry,22030-19-9,"3-Buten-2-ol, 4-(2,6,6-trimethyl-1-cyclohexen-1-yl)-, 2-acetate"
19568,Fruity,Raspberry,23267-57-4,"3-Buten-2-one, 4-(2,2,6-trimethyl-7-oxabicyclo[4.1.0]hept-1-yl)-"
19569,Fruity,Raspberry,52788-71-3,Ethyl 3-p-tolyloxirane-2-carboxylate
19570,Fruity,Raspberry,104986-28-9,"Hexanoic acid, 6-(acetyloxy)-, ethyl ester"
19571,Fruity,Raspberry,41724-19-0,"Octahydro-7-methyl-1,4-methanonaphthalen-6(2H)-one"
19572,Fruity,Raspberry,80858-47-5,"Benzene, [2-(cyclohexyloxy)ethyl]-"
19573,Fruity,Raspberry,76649-23-5,Prenyl isobutyrate
19574,Fruity,Raspberry,2623-23-6,L-Menthyl acetate
19575,Fruity,Raspberry,72903-27-6,"Diethyl 1,4-cyclohexanedicarboxylate"
19576,Fruity,Raspberry,136954-20-6,3-Mercaptohexyl acetate
19577,Fruity,Raspberry,17283-81-7,Dihydro-beta-ionone
19578,Fruity,Raspberry,79-77-6,beta-Ionone
19579,Fruity,Raspberry,141-12-8,Neryl acetate
19580,Fruity,Raspberry,5837-78-5,Ethyl tiglate
19581,Fruity,Raspberry,127-41-3,alpha-Ionone
19582,Fruity,Raspberry,928-95-0,2-Hexen-1-OL
19583,Fruity,Raspberry,106-29-6,Geranyl butyrate
19584,Fruity,Raspberry,55719-85-2,Phenethyl tiglate
19585,Fruity,Raspberry,79-76-5,gamma-Ionone
19586,Fruity,Raspberry,2345-24-6,Neryl isobutyrate
19587,Fruity,Raspberry,23696-85-7,beta-Damascenone
19588,Fruity,Raspberry,79-69-6,alpha-Irone
19589,Fruity,Raspberry,7774-79-0,4-(4-Methylphenyl)-2-butanone
19590,Fruity,Raspberry,67905-40-2,"Oxiranecarboxylic acid, 3-methyl-3-(2-(2,6,6-trimethyl-2-cyclohexen-1-yl)ethenyl)-, methyl ester"
19591,Fruity,Raspberry,65416-26-4,"2-(3-Ethoxybuten-1-yl)-1,3,3-trimethylcyclohexene"
19592,Fruity,Raspberry,137085-37-1,"[(E)-1-(2,6,6-Trimethylcyclohexen-1-yl)pent-1-en-3-yl] acetate"
19593,Fruity,Raspberry,19464-94-9,Ethyl alpha-ethyl-beta-methyl-beta-phenylglycidate
19594,Fruity,Ripe,75-04-7,Ethylamine
19595,Fruity,Ripe,75-33-2,2-Propanethiol
19596,Fruity,Ripe,97-85-8,Isobutyl isobutyrate
19597,Fruity,Ripe,105-68-0,Isoamyl propionate
19598,Fruity,Ripe,109-21-7,Butyl butyrate
19599,Fruity,Ripe,110-81-6,Diethyl disulfide
19600,Fruity,Ripe,112-06-1,Heptyl acetate
19601,Fruity,Ripe,140-26-1,Phenethyl isovalerate
19602,Fruity,Ripe,142-19-8,Allyl heptanoate
19603,Fruity,Ripe,503-74-2,Isovaleric acid
19604,Fruity,Ripe,539-90-2,Isobutyl butyrate
19605,Fruity,Ripe,590-01-2,Butyl propionate
19606,Fruity,Ripe,623-36-9,2-Methylpent-2-enal
19607,Fruity,Ripe,624-41-9,2-Methylbutyl acetate
19608,Fruity,Ripe,644-49-5,Propyl isobutyrate
19609,Fruity,Ripe,659-70-1,Isoamyl isovalerate
19610,Fruity,Ripe,693-95-8,4-Methylthiazole
19611,Fruity,Ripe,868-57-5,Methyl 2-methylbutyrate
19612,Fruity,Ripe,1191-16-8,Prenyl acetate
19613,Fruity,Ripe,2349-07--7,Hexyl isobutyrate
19614,Fruity,Ripe,4728-82-9,Allyl cyclohexaneacetate
19615,Fruity,Ripe,5471-51-2,4-(4-Hydroxyphenyl)-2-butanone
19616,Fruity,Ripe,6032-29-7,2-Pentanol
19617,Fruity,Ripe,17092-92-1,Dihydroactinidiolide
19618,Fruity,Ripe,123-92-2,Isoamyl acetate
19619,Fruity,Ripe,638-11-9,Isopropyl butyrate
19620,Fruity,Ripe,2308-18-1,Isoamyl acetoacetate
19621,Fruity,Ripe,2408-20-0,Allyl propionate
19622,Fruity,Ripe,10031-90-0,Ethyl 2-furanpropionate
19623,Fruity,Ripe,13327-56-5,Ethyl 3-(methylthio)propionate
19624,Fruity,Ripe,13678-60-9,Furfuryl isovalerate
19625,Fruity,Ripe,36701-01-6,Furfuryl pentanoate
19626,Fruity,Ripe,2173-56-0,Pentyl valerate
19627,Fruity,Ripe,1/9/2050,Isoamyl valerate
19628,Fruity,Ripe,4104-45-4,3-Methylthiopropylamine
19629,Fruity,Ripe,18433-93-7,"2-Isobutyl-4-methyl-1,3-dioxolane"
19630,Fruity,Ripe,23747-45-7,S-Methyl 3-methylbutanethioate
19631,Fruity,Ripe,80-59-1,Tiglic acid
19632,Fruity,Ripe,80623-07-0,"Ethyl (1R,2R,6R,7S)-tricyclo[5.2.1.02,6]decane-2-carboxylate"
19633,Fruity,Ripe,7778-87-2,Propyl heptanoate
19634,Fruity,Ripe,6963-52-6,2-Hexanol butanoate
19635,Fruity,Ripe,21188-58-9,Methyl 3-hydroxyhexanoate
19636,Fruity,Ripe,27625-35-0,3-Methylbutyl 2-methylbutanoate
19637,Fruity,Ripe,136954-21-7,3-Mercaptohexyl butyrate
19638,Fruity,Ripe,3460-44-4,alpha-Methylbenzyl butyrate
19639,Fruity,Ripe,52019-78-0,(S)-(+)-2-Hexanol
19640,Fruity,Ripe,623-36-9,2-Methyl-2-pentenal
19641,Fruity,Ripe,53398-83-7,trans-2-Hexenyl butyrate
19642,Fruity,Ripe,53398-80-4,trans-2-Hexenyl propionate
19643,Fruity,Ripe,65405-76-7,cis-3-Hexenyl anthranilate
19644,Fruity,Ripe,589-66-2,Isobutyl crotonate
19645,Fruity,Ripe,68133-79-9,Apritone
19646,Fruity,Ripe,233665-96-8,Ethyl 3-(methylthio)butyrate
19647,Fruity,Ripe,127931-21-9,(+/-)-Isobutyl 3-methylthiobutyrate
19648,Fruity,Ripe,28296-85-7,"2-[(1R,4R,5S)-1,8-Dimethylspiro[4.5]dec-8-en-4-yl]propan-2-ol"
19649,Fruity,Rotting fruit,2445-76-3,Hexyl propionate
19650,Fruity,Strawberry,103-82-2,Phenylacetic acid
19651,Fruity,Strawberry,120-51-4,Benzyl benzoate
19652,Fruity,Strawberry,77-83-8,Ethyl methylphenylglycidate
19653,Fruity,Strawberry,93-04-9,2-Methoxynaphthalene
19654,Fruity,Strawberry,97-62-1,Ethyl isobutyrate
19655,Fruity,Strawberry,103-52-6,Phenethyl butyrate
19656,Fruity,Strawberry,104-53-0,3-Phenylpropanal
19657,Fruity,Strawberry,107-87-9,2-Pentanone
19658,Fruity,Strawberry,111-70-6,1-Heptanol
19659,Fruity,Strawberry,116-53-0,2-Methylbutanoic acid
19660,Fruity,Strawberry,121-39-1,Ethyl 3-phenylglycidate
19661,Fruity,Strawberry,134-20-3,Methyl anthranilate
19662,Fruity,Strawberry,326-61-4,Piperonyl acetate
19663,Fruity,Strawberry,554-12-1,Methyl propionate
19664,Fruity,Strawberry,2173-57-1,2-Isobutoxynaphthalene
19665,Fruity,Strawberry,2497-18-9,Hex-2-enyl acetate
19666,Fruity,Strawberry,2719-08--6,Methyl N-acetylanthranilate
19667,Fruity,Strawberry,3142-72-1,"2-Pentenoic acid, 2-methyl-"
19668,Fruity,Strawberry,3658-77-3,Furaneol
19669,Fruity,Strawberry,4940-11--8,Ethyl maltol
19670,Fruity,Strawberry,5/6/7780,Cinnamic Acid Isopropyl Ester
19671,Fruity,Strawberry,10032-15-2,Hexyl 2-methylbutanoate
19672,Fruity,Strawberry,16491-54-6,1-Octen-3-yl butyrate
19673,Fruity,Strawberry,123-19-3,4-Heptanone
19674,Fruity,Strawberry,123-66-0,Ethyl hexanoate
19675,Fruity,Strawberry,10032-13-0,Hexyl isovalerate
19676,Fruity,Strawberry,60523-21-9,"Ethyl 2-methyl-3,4-pentadienoate"
19677,Fruity,Strawberry,5452-07--3,3-Phenylpropyl isovalerate
19678,Fruity,Strawberry,5451-88-7,3-Phenylpropyl valerate
19679,Fruity,Strawberry,10484-56-7,2-Butoxynaphthalene
19680,Fruity,Strawberry,22030-19-9,"3-Buten-2-ol, 4-(2,6,6-trimethyl-1-cyclohexen-1-yl)-, 2-acetate"
19681,Fruity,Strawberry,6290-17-1,"Ethyl 2,4-dimethyl-1,3-dioxolane-2-acetate"
19682,Fruity,Strawberry,5764-85-2,Ethyl 3-hydroxy-3-phenylpropanoate
19683,Fruity,Strawberry,67860-01-9,Maltyl butyrate
19684,Fruity,Strawberry,68555-63-5,Maltol propionate
19685,Fruity,Strawberry,7778-87-2,Propyl heptanoate
19686,Fruity,Strawberry,1445-91-6,(S)-1-Phenylethanol
19687,Fruity,Strawberry,2441-06--7,Ethyl 2-hydroxy-3-methylbutanoate
19688,Fruity,Strawberry,1754-62-7,Methyl cinnamate
19689,Fruity,Strawberry,6789-80-6,cis-3-Hexenal
19690,Fruity,Strawberry,65330-49-6,"2,5-Dimethyl-4-ethoxy-3(2H)-furanone"
19691,Fruity,Strawberry,65416-14-0,Maltyl isobutyrate
19692,Fruity,Strawberry,7780-06--5,Isopropyl cinnamate
19693,Fruity,Strawberry,928-95-0,2-Hexen-1-OL
19694,Fruity,Strawberry,55719-85-2,Phenethyl tiglate
19695,Fruity,Strawberry,1576-87-0,2-Pentenal
19696,Fruity,Strawberry,3142-72-1,2-Methyl-2-pentenoic acid
19697,Fruity,Strawberry,2345-24-6,Neryl isobutyrate
19698,Fruity,Strawberry,1617-23-8,Ethyl (E)-2-methylpent-3-enoate
19699,Fruity,Strawberry,623-22-3,Propyl 2-furanacrylate
19700,Fruity,Strawberry,1217714-24-3,"7-Methylhexahydro-2H-benzo[b][1,4]dioxepin-3(4H)-one"
19701,Fruity,Strawberry,127931-21-9,(+/-)-Isobutyl 3-methylthiobutyrate
19702,Fruity,Strawberry,19464-94-9,Ethyl alpha-ethyl-beta-methyl-beta-phenylglycidate
19703,Fruity,Strawberry,852997-28-5,Ethyl maltol isobutyrate
19704,Fruity,Tangerine,4826-62-4,Dodecenal
19705,Fruity,Tangerine,38446-21-8,Ethyl 2-(ethylamino)benzoate
19706,Fruity,Tangerine,57893-27-3,6-Acetoxydihydrotheaspirane
19707,Fruity,Tangerine,7774-82-5,2-Tridecenal
19708,Fruity,Tangerine,65405-70-1,4-Decenal
