,Accession Number,Name,CAS
2968,T3D3943,"2,5-Pyridinedicarboxylic acid, dipropyl ester",136-45-8
2969,T3D3944,2-Tert-butylphenol,88-18-6
2970,T3D3945,2-Isopropylphenol,88-69-7
2971,T3D3946,4-Tert-octylphenol,140-66-9
2972,T3D3947,"3,4-Dichlorophenol",95-77-2
2973,T3D3948,Tetrachlorobisphenol A,79-95-8
2974,T3D3949,4-Phenylphenol,92-69-3
2975,T3D3950,Doxycycline,564-25-0
2976,T3D3951,Demeclocycline,127-33-3
2977,T3D3952,Lymecycline,992-21-2
2978,T3D3953,Oxytetracycline,79-57-2
2979,T3D3954,Chloramphenicol,56-75-7
2980,T3D3955,Tetracycline,60-54-8
2981,T3D3956,Cotinine,486-56-6
2982,T3D3957,Molybdenum,7439-98-7
2983,T3D3958,Diethylthiophosphate,5871-17-0
2984,T3D3959,Tungsten,7440-33-7
2985,T3D3960,Monoisobutyl phthalic acid,30833-53-5
2986,T3D3961,Monoethyl phthalate,2306-33-4
2987,T3D3962,Equol,531-95-3
2988,T3D3964,Daidzein,486-66-8
2989,T3D3965,O-Desmethylangolensin,21255-69-6
2990,T3D3967,Enterolactone,76543-15-2
2991,T3D3968,1-Naphthol,90-15-3
2992,T3D3969,Diethylphosphate,598-02-7
2993,T3D3970,2-Naphthol,135-19-3
2994,T3D3971,1-Hydroxypyrene,5315-79-7
2995,T3D3973,Monoethylhexyl phthalic acid,4376-20-9
2996,T3D3974,Cesium,7440-46-2
2997,T3D3975,Thallium,7440-28-0
2998,T3D3976,Benzophenone,119-61-9
2999,T3D3977,Methylparaben,99-76-3
3000,T3D3978,Ethylparaben,120-47-8
3001,T3D3979,Propylparaben,94-13-3
3002,T3D3980,Butylparaben,94-26-8
3003,T3D3981,2-Biphenylol,90-43-7
3004,T3D3982,"2,5-Dimethylfuran",625-86-5
3005,T3D3984,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol,76014-81-8
3006,T3D3985,Perfluorooctanoic acid,335-67-1
3007,T3D3990,3-Hydroxyfluorene,6344-67-8
3008,T3D3991,9-Hydroxyfluorene,1689-64-1
3009,T3D3992,Uranium,
3010,T3D3999,Perfluorodecanoic acid,335-76-2
3011,T3D4001,Perfluorononanoic acid,375-95-1
3012,T3D4005,Perfluoroundecanoic acid,2058-94-8
3013,T3D4006,Mono-benzyl phthalate,2528-16-7
3014,T3D4015,Protopine,130-86-9
3015,T3D4016,Vincristine,57-22-7
3016,T3D4017,Vinblastine,865-21-4
3017,T3D4018,Ouabain,630-60-4
3018,T3D4019,Paclitaxel,33069-62-4
3019,T3D4020,Colchicine,64-86-8
3020,T3D4021,Digitoxin,71-63-6
3021,T3D4022,Sanguinarine,2447-54-3
3022,T3D4023,Neosaxitoxin,64296-20-4
3023,T3D4024,L-Hypoglycin A,156-56-9
3024,T3D4025,Hypoglycin B,502-37-4
3025,T3D4026,(+)-Calycanthine,595-05-1
3026,T3D4027,(S)-Isocorydine,475-67-2
3027,T3D4028,(S)-2-Propylpiperidine,458-88-8
3028,T3D4029,Okadaic acid,78111-17-8
3029,T3D4030,Dinophysistoxin 1,81720-10-7
3030,T3D4032,Cyclochlorotine,12663-46-6
3031,T3D4038,Gonyautoxin I,60748-39-2
3032,T3D4039,Gonyautoxin II,60508-89-6
3033,T3D4040,Domoic acid,14277-97-5
3034,T3D4042,alpha-Solanine,20562-02-1
3035,T3D4050,alpha-Chaconine,20562-03-2
3036,T3D4051,Gymnodimine,173792-58-0
3037,T3D4052,alpha-Zearalenol,36455-72-8
3038,T3D4053,beta-Zearalenol,71030-11-0
3039,T3D4056,Debromoaplysiatoxin,52423-28-6
3040,T3D4059,Senecionine,130-01-8
3041,T3D4060,Retronecine,480-85-3
3042,T3D4061,Veratridine,71-62-5
3043,T3D4063,Ranunculin,644-69-9
3044,T3D4064,Lycorine,476-28-8
3045,T3D4065,Mesaconitine,2752-64-9
3046,T3D4066,Ryanodine,15662-33-6
3047,T3D4067,Convallatoxin,508-75-8
3048,T3D4068,C-Curarine,7168-64-1
3049,T3D4069,Phorbol,17673-25-5
3050,T3D4071,Gelsemine,509-15-9
3051,T3D4073,Bicuculline,485-49-4
3052,T3D4074,Coriamyrtin,2571-86-0
3053,T3D4078,Lasiocarpine,303-34-4
3054,T3D4080,Dictamnine,484-29-7
3055,T3D4081,Matrine,519-02-8
3056,T3D4082,Cyclopamine,4449-51-8
3057,T3D4083,Jervine,469-59-0
3058,T3D4084,Veratramine,60-70-8
3059,T3D4086,Chelerythrine,34316-15-9
3060,T3D4087,Chelidonine,476-32-4
3061,T3D4088,Lyngbyatoxin A,70497-14-2
3062,T3D4092,Dicentrine,517-66-8
3063,T3D4103,Nantenine,2565-01-7
3064,T3D4113,Aristolochic acid,313-67-7
3065,T3D4124,Anatoxin a,64285-06-9
3066,T3D4128,Brevetoxin B,79580-28-2
3067,T3D4138,Anatoxin-a(s),103170-78-1
3068,T3D4148,Dimethylamine,124-40-3
3069,T3D4149,Guanidoacetic acid,352-97-6
3070,T3D4150,Hypoxanthine,68-94-0
3071,T3D4151,Methylamine,74-89-5
3072,T3D4152,Indoleacetic acid,87-51-4
3073,T3D4153,Phenylacetic acid,103-82-2
3074,T3D4154,Norepinephrine,51-41-2
3075,T3D4156,L-Cysteine,52-90-4
3076,T3D4157,Indican,1336-79-4
3077,T3D4158,Indoxyl sulfate,487-94-5
3078,T3D4159,Hippuric acid,495-69-2
3079,T3D4160,Kynurenic acid,492-27-3
3080,T3D4161,Homocysteine,454-29-5
3081,T3D4162,Neopterin,2009-64-5
3082,T3D4163,Trimethylamine,75-50-3
3083,T3D4164,Trimethylamine N-oxide,1184-78-7
3084,T3D4165,2-Aminobenzoic acid,118-92-3
3085,T3D4166,Spermine,71-44-3
3086,T3D4167,Spermidine,124-20-9
3087,T3D4168,Niacinamide,98-92-0
3088,T3D4169,Putrescine,110-60-1
3089,T3D4170,Methylguanidine,471-29-4
3090,T3D4171,Asymmetric dimethylarginine,30315-93-6
3091,T3D4172,Guanidine,113-00-8
3092,T3D4173,Argininic acid,157-07-3
3093,T3D4174,Guanidinosuccinic acid,6133-30-8
3094,T3D4175,8-Hydroxy-deoxyguanosine,88847-89-6
3095,T3D4176,Symmetric dimethylarginine,30344-00-4
3096,T3D4177,Pentosidine,124505-87-9
3097,T3D4178,N1-Methyl-2-pyridone-5-carboxamide,701-44-0
3098,T3D4179,N1-Methyl-4-pyridone-3-carboxamide,769-49-3
3099,T3D4180,4-Hydroxynonenal,75899-68-2
3100,T3D4181,Hexanal,66-25-1
3101,T3D4182,Malondialdehyde,542-78-9
3102,T3D4183,Decanal,112-31-2
3103,T3D4184,p-Cresol sulfate,3233-58-7
3104,T3D4185,Ethylamine,75-04-7
3105,T3D4186,2-Octenal,2363-89-5
3106,T3D4187,2-Nonenal,2463-53-8
3107,T3D4188,Heptanal,111-71-7
3108,T3D4189,2-Hexenal,505-57-7
3109,T3D4190,2-Heptenal,2463-63-0
3110,T3D4191,4-Decenal,30390-50-2
3111,T3D4192,Nonanal,124-19-6
3112,T3D4193,4-Hydroxydecenal,73529-64-3
3113,T3D4194,4-Hydroxyhexanal,109710-36-3
3114,T3D4195,4-Hydroxyoctenal,17449-15-9
3115,T3D4196,Alpha-keto-delta-guanidinovaleric acid,3715-10-4
3116,T3D4197,3-Carboxy-4-methyl-5-propyl-2-furan-propanoic acid,86879-39-2
3117,T3D4198,N(6)-Carboxymethyllysine,5746-04-3
3118,T3D4199,Dihydroxyphenylalanine,63-84-3
3119,T3D4200,Inodxyl glucuronide,35804-66-1
3120,T3D4201,Caffeic acid,331-39-5
3121,T3D4202,Carbamic acid,463-77-4
3122,T3D4203,Furan,110-00-9
3123,T3D4204,Mechlorethamine,51-75-2
3124,T3D4207,Ethylene Oxide,75-21-8
3125,T3D4209,Acetamide,60-35-5
3126,T3D4212,Safrole,94-59-7
3127,T3D4213,2-Aminonaphthalene,91-59-8
3128,T3D4214,Diethylamine,71247-25-1
3129,T3D4215,N'-nitrosonornicotine,16543-55-8
3130,T3D4216,Nitrobenzene,98-95-3
3131,T3D4217,O-Toluidine,95-53-4
3132,T3D4218,"2,6-Dimethylaniline",87-62-7
3133,T3D4224,Glycidol,556-52-5
3134,T3D4232,Cylindrospermopsin,143545-90-8
3135,T3D4234,Lipopolysaccharide,
3136,T3D4235,Aplysiatoxin,52659-57-1
3137,T3D4237,Fumaric acid,110-17-8
3138,T3D4240,Androstenedione,63-05-8
3139,T3D4242,Dehydroepiandrosterone sulfate,651-48-9
3140,T3D4245,Deoxycorticosterone,64-85-7
3141,T3D4247,L-2-Hydroxyglutaric acid,13095-48-2
3142,T3D4250,Gamma-Aminobutyric acid,56-12-2
3143,T3D4251,D-2-Hydroxyglutaric acid,2889-31-8
3144,T3D4253,L-Lactic acid,79-33-4
3145,T3D4257,Oxoadipic acid,3184-35-8
3146,T3D4258,2-Hydroxyadipic acid,18294-85-4
3147,T3D4259,Aminoadipic acid,542-32-5
3148,T3D4262,3-Hydroxymethylglutaric acid,503-49-1
3149,T3D4263,3-Hydroxyisovaleric acid,625-08-1
3150,T3D4265,3-Methylglutaconic acid,5746-90-7
3151,T3D4269,4-Hydroxybutyric acid,591-81-1
3152,T3D4270,Pyroglutamic acid,98-79-3
3153,T3D4273,5-Aminolevulinic acid,106-60-5
3154,T3D4274,Porphobilinogen,487-90-1
3155,T3D4275,Adenosine,58-61-7
3156,T3D4276,Adenosine triphosphate,56-65-5
3157,T3D4278,Deoxyadenosine triphosphate,1927-31-7
3158,T3D4279,Adenine,73-24-5
3159,T3D4281,SAICAR,3031-95-6
3160,T3D4282,17-Hydroxyprogesterone,68-96-2
3161,T3D4283,Testosterone,58-22-0
3162,T3D4284,18-Hydroxycorticosterone,561-65-9
3163,T3D4286,Hexacosanoic acid,506-46-7
3164,T3D4287,Homogentisic acid,451-13-8
3165,T3D4289,L-Arginine,74-79-3
3166,T3D4290,Creatine,57-00-1
3167,T3D4292,Orotic acid,65-86-1
3168,T3D4294,Argininosuccinic acid,2387-71-5
3169,T3D4295,Citrulline,372-75-8
3170,T3D4296,L-Glutamic acid,56-86-0
3171,T3D4298,5-Hydroxy-L-tryptophan,4350-09-8
3172,T3D4300,Dopamine,51-61-6
3173,T3D4304,Hydroxypropionic acid,503-66-2
3174,T3D4307,D-Lactic acid,10326-41-7
3175,T3D4310,N-Acetyl-L-aspartic acid,997-55-7
3176,T3D4314,Cholesterol,57-88-5
3177,T3D4318,Glycine,56-40-6
3178,T3D4319,L-Glutamine,56-85-9
3179,T3D4320,L-Alanine,56-41-7
3180,T3D4322,Uroporphyrin III,18273-06-8
3181,T3D4323,Coproporphyrin III,14643-66-4
3182,T3D4324,Uroporphyrin I,607-14-7
3183,T3D4325,Pyruvic acid,127-17-3
3184,T3D4328,L-Methionine,63-68-3
3185,T3D4330,Glyceric acid,473-81-4
3186,T3D4332,Dihydrothymine,696-04-8
3187,T3D4333,Dihydrouracil,504-07-4
3188,T3D4343,Cholic acid,81-25-4
3189,T3D4344,Potassium,7440-09-7
3190,T3D4345,D-Fructose,53188-23-1
3191,T3D4346,Beta-Alanine,107-95-9
3192,T3D4349,Galactitol,608-66-2
3193,T3D4350,Bilirubin,635-65-4
3194,T3D4352,Glutathione,70-18-8
3195,T3D4356,D-Glucose,50-99-7
3196,T3D4357,3-Hydroxyglutaric acid,638-18-6
3197,T3D4358,Glutaconic acid,1724-02-3
3198,T3D4359,Glutaric acid,110-94-1
3199,T3D4360,Glycerol,56-81-5
3200,T3D4362,L-Asparagine,70-47-3
3201,T3D4363,L-Histidine,71-00-1
3202,T3D4364,L-Isoleucine,73-32-5
3203,T3D4365,L-Leucine,61-90-5
3204,T3D4366,L-Phenylalanine,63-91-2
3205,T3D4367,L-Serine,56-45-1
3206,T3D4368,L-Threonine,72-19-5
3207,T3D4369,L-Tryptophan,73-22-3
3208,T3D4370,L-Valine,72-18-4
3209,T3D4371,L-Tyrosine,60-18-4
3210,T3D4372,Hawkinsin,63224-90-8
3211,T3D4398,Saccharopine,997-68-2
3212,T3D4404,Methylmalonic acid,516-05-2
3213,T3D4405,Calcium,7440-70-2
3214,T3D4409,Xanthine,69-89-6
3215,T3D4411,L-Proline,147-85-3
3216,T3D4413,4-Hydroxyproline,51-35-4
3217,T3D4424,3-Methyl-2-oxovaleric acid,1460-34-0
3218,T3D4425,Alpha-ketoisovaleric acid,759-05-7
3219,T3D4426,Ketoleucine,816-66-0
3220,T3D4430,Deoxyuridine triphosphate,1173-82-6
3221,T3D4434,S-Sulfocysteine,1637-71-4
3222,T3D4435,Tyramine,51-67-2
3223,T3D4438,Coproporphyrinogen III,2624-63-7
3224,T3D4439,Protoporphyrinogen IX,7412-77-3
3225,T3D4440,Protoporphyrin IX,553-12-8
3226,T3D4442,Glyoxylic acid,298-12-4
3227,T3D4444,Propionic acid,79-09-4
3228,T3D4447,Propionyl-CoA,317-66-8
3229,T3D4453,Succinic acid,110-15-6
3230,T3D4454,Phytanic acid,14721-66-5
3231,T3D4455,S-Adenosylhomocysteine,979-92-0
3232,T3D4456,S-Adenosylmethionine,29908-03-0
3233,T3D4458,Sarcosine,107-97-1
3234,T3D4461,Ethylmalonic acid,601-75-2
3235,T3D4466,Sulfite,14265-45-3
3236,T3D4467,Chitin,1398-61-4
3237,T3D4471,Succinylacetone,51568-18-4
3238,T3D4476,Acetamiprid,135410-20-7
3239,T3D4477,Atrazine,1912-24-9
3240,T3D4478,Bensulfuron-methyl,83055-99-6
3241,T3D4479,Bentazon,25057-89-0
3242,T3D4480,Butralin,33629-47-9
3243,T3D4481,Butylate,2008-41-5
3244,T3D4482,Captafol,2425-06-1
3245,T3D4483,Carboxin,5234-68-4
3246,T3D4484,Chlorethoxyfos,54593-83-8
3247,T3D4485,Chlorpyrifos oxon,5598-15-2
3248,T3D4486,Clodinafop-propargyl,105512-06-9
3249,T3D4487,Clomazone,81777-89-1
3250,T3D4488,Clopyralid,1702-17-6
3251,T3D4489,Coumaphos,56-72-4
3252,T3D4490,Cyazofamid,120116-88-3
3253,T3D4491,Cyclanilide,113136-77-9
3254,T3D4492,Cyproconazole,94361-06-5
3255,T3D4493,Cyromazine,66215-27-8
3256,T3D4494,Diazoxon,962-58-3
3257,T3D4495,Dimethomorph,110488-70-5
3258,T3D4496,Diniconazole,83657-24-3
3259,T3D4497,Diphenylamine,122-39-4
3260,T3D4498,Diquat dibromide,85-00-7
3261,T3D4499,Dithiopyr,97886-45-8
3262,T3D4500,Diuron,330-54-1
3263,T3D4501,Ethametsulfuron methyl,97780-06-8
3264,T3D4502,Ethofumesate,26225-79-6
3265,T3D4503,Ethylenethiourea,96-45-7
3266,T3D4504,Famoxadone,131807-57-3
3267,T3D4505,Fenarimol,60168-88-9
3268,T3D4506,Fenbuconazole,114369-43-6
3269,T3D4507,Fenoxaprop-ethyl,66441-23-4
3270,T3D4509,Fludioxonil,131341-86-1
3271,T3D4510,Flumetralin,62924-70-3
3272,T3D4511,Fluometuron,2164-17-2
3273,T3D4512,Fluoxastrobin,361377-29-9
3274,T3D4513,Forchlorfenuron,68157-60-8
3275,T3D4514,Hexaconazole,79983-71-4
3276,T3D4515,Hexythiazox,78587-05-0
3277,T3D4516,Imazapyr,81334-34-1
3278,T3D4517,Isazofos,42509-80-8
3279,T3D4518,Linuron,330-55-2
3280,T3D4519,Malaoxon,1634-78-2
3281,T3D4520,Maneb,12427-38-2
3282,T3D4521,Novaluron,116714-46-6
3283,T3D4522,Oryzalin,19044-88-3
3284,T3D4523,Picloram,1918-02-1
3285,T3D4524,Piperonyl butoxide,51-03-6
3286,T3D4525,Pirimiphos-methyl,29232-93-7
3287,T3D4526,Prallethrin,23031-36-9
3288,T3D4527,Prodiamine,29091-21-2
3289,T3D4528,Profenofos,41198-08-7
3290,T3D4530,Propyzamide,23950-58-5
3291,T3D4531,Pyraflufen-ethyl,129630-19-9
3292,T3D4532,Pyrimethanil,53112-28-0
3293,T3D4533,Quinoxyfen,124495-18-7
3294,T3D4534,Quintozene,82-68-8
3295,T3D4535,Rimsulfuron,122931-48-0
3296,T3D4536,Spirodiclofen,148477-71-8
3297,T3D4538,TCMTB,21564-17-0
3298,T3D4539,Terbacil,5902-51-2
3299,T3D4540,Thiacloprid,111988-49-9
3300,T3D4541,Thidiazuron,51707-55-2
3301,T3D4542,Thiram,137-26-8
3302,T3D4543,Triadimefon,43121-43-3
3303,T3D4544,Triadimenol,55219-65-3
3304,T3D4545,Triclopyr,55335-06-3
3305,T3D4546,Trifloxystrobin,141517-21-7
3306,T3D4547,Triflumizole,68694-11-1 and 99387-89-0
3307,T3D4548,Trifluralin,1582-09-8
3308,T3D4549,Triticonazole,131983-72-7
3309,T3D4550,Zoxamide,156052-68-5
3310,T3D4551,Doxylamine,469-21-6
3311,T3D4552,Eszopiclone,138729-47-2
3312,T3D4553,Carbinoxamine,486-16-8
3313,T3D4554,Brompheniramine,86-22-6
3314,T3D4555,Pseudoephedrine,90-82-4
3315,T3D4556,Guaifenesin,93-14-1
3316,T3D4557,Desloratadine,100643-71-8
3317,T3D4558,Azelastine,58581-89-8
3318,T3D4560,Promethazine,60-87-7
3319,T3D4561,Amobarbital,57-43-2
3320,T3D4562,Heroin,561-27-3
3321,T3D4563,Dexmethylphenidate,40431-64-9
3322,T3D4564,Clobazam,22316-47-8
3323,T3D4565,Haloxazolam,59128-97-1
3324,T3D4566,Camazepam,36104-80-0
3325,T3D4567,Delorazepam,2894-67-9
3326,T3D4568,Ethyl loflazepate,29177-84-2
3327,T3D4569,Cloxazolam,24166-13-0
3328,T3D4570,Fludiazepam,3900-31-0
3329,T3D4571,Ketazolam,27223-35-4
3330,T3D4572,Tofisopam,22345-47-7
3331,T3D4573,Brotizolam,57801-81-7
3332,T3D4575,Pyrocatechol,120-80-9
3333,T3D4576,Guaiacol,1990-05-01
3334,T3D4577,Hydroquinone,123-31-9
3335,T3D4578,Quinone,106-51-4
3336,T3D4580,"1,3-Benzenediol",108-46-3
3337,T3D4581,"1-Methyl-6-phenyl-1H-imidazo[4,5-b]pyridin-2-amine",105650-23-5
3338,T3D4583,Ethyl carbamate,51-79-6
3339,T3D4584,Etizolam,40054-69-1
3340,T3D4585,Lormetazepam,848-75-9
3341,T3D4586,Pinazepam,52463-83-9
3342,T3D4587,Tetrazepam,10379-14-3
3343,T3D4588,Nordiazepam,1088-11-5
3344,T3D4589,Butanone,78-93-3
3345,T3D4592,Butyric acid,107-92-6
3346,T3D4594,Caprylic acid,124-07-2
3347,T3D4595,Caproic acid,142-62-1
3348,T3D4596,Dodecanoic acid,143-07-7
3349,T3D4597,Heptanoic acid,111-14-8
3350,T3D4599,Myristic acid,544-63-8
3351,T3D4604,Tridecanoic acid,638-53-9
3352,T3D4617,Podofilox,477-47-4
3353,T3D4618,Prunasin,99-18-3
3354,T3D4619,Sambunigrin,99-19-4
3355,T3D4627,"7H-Dibenzo[c,g]carbazole",194-59-2
3356,T3D4630,3-Aminobiphenyl,2243-47-2
3357,T3D4631,N-(2-Cyanoethyl)valine,51078-49-0
3358,T3D4636,"1,2-Naphthoquinone",524-42-5
3359,T3D4637,"1,4-Naphthoquinone",130-15-4
3360,T3D4646,Doxefazepam,40762-15-0
3361,T3D4647,Loprazolam,61197-73-7
3362,T3D4648,Medazepam,2898-12-6
3363,T3D4649,Mexazolam,31868-18-5
3364,T3D4650,Nimetazepam,2011-67-8
3365,T3D4651,Oxazolam,24143-17-7
3366,T3D4652,Bromomethyl ethyl ketone,816-40-0
3367,T3D4653,Phosgene oxime,1794-86-1
3368,T3D4654,Trichloronitroso-methane,3711-49-7
3369,T3D4655,Chloropicrin,76-06-2
3370,T3D4656,P-Chloroacetophenone,99-91-2
3371,T3D4657,P-Chlorobenzylidenemalonitrile,1867-38-5
3372,T3D4658,"Dibenz(b,F)-1,4-oxazepine",257-07-8
3373,T3D4659,a-Chloroacetophenone,532-27-4
3374,T3D4660,2-Chlorobenzylidene malononitrile,2698-41-1
3375,T3D4661,Ethyl iodoacetate,623-48-3
3376,T3D4662,Chloracetone,78-95-5
3377,T3D4666,Sodium chloride,7647-14-5
3378,T3D4668,Estradiol,50-28-2
3379,T3D4669,"2,4-Toluenediamine",95-80-7
3380,T3D4672,"4,4'-Methylenedianiline",101-77-9
3381,T3D4673,Adapalene,106685-40-9
3382,T3D4674,Amsacrine,51264-14-3
3383,T3D4675,Arecoline,63-75-2
3384,T3D4676,Azacitidine,320-67-2
3385,T3D4677,Azathioprine,446-86-6
3386,T3D4681,Carmustine,154-93-8
3387,T3D4684,Chlorambucil,305-03-3
3388,T3D4685,Chloromethyl methyl ether,107-30-2
3389,T3D4686,Cisplatin,15663-27-1
3390,T3D4688,Cyclophosphamide,50-18-0
3391,T3D4689,Dacarbazine,4342-03-4
3392,T3D4690,Dichloroacetic Acid,79-43-6
3393,T3D4693,Equilin,474-86-2
3394,T3D4695,Etoposide,33419-42-0
3395,T3D4696,Griseofulvin,126-07-8
3396,T3D4697,Iron,7439-89-6
3397,T3D4699,Isopropyl alcohol,67-63-0
3398,T3D4700,Lomustine,13010-47-4
3399,T3D4702,Melphalan,148-82-3
3400,T3D4703,Metronidazole,443-48-1
3401,T3D4705,Nitrilotriacetic Acid,139-13-9
3402,T3D4707,Phenacetin,62-44-2
3403,T3D4708,Phenolphthalein,77-09-8
3404,T3D4710,Prednisone,53-03-2
3405,T3D4711,Procarbazine,671-16-9
3406,T3D4712,Propylthiouracil,51-52-5
3407,T3D4714,Tamoxifen,10540-29-1
3408,T3D4715,Teniposide,29767-20-2
3409,T3D4716,Thiotepa,52-24-4
3410,T3D4718,Uracil mustard,66-75-1
3411,T3D4719,Zalcitabine,7481-89-2
3412,T3D4720,Zidovudine,30516-87-1
3413,T3D4725,Ozone,10028-15-6
3414,T3D4726,Alteplase,105857-23-6
3415,T3D4727,Streptokinase,9002-01-1
3416,T3D4729,Diclofenac,15307-86-5
3417,T3D4730,Medroxyprogesterone Acetate,71-58-9
3418,T3D4731,Potassium Chloride,7447-40-7
3419,T3D4732,Tacrolimus,104987-11-3
3420,T3D4733,Quinapril,85441-61-8
3421,T3D4734,Salmeterol,89365-50-4
3422,T3D4735,Salbutamol,18559-94-9
3423,T3D4736,Fludarabine,75607-67-9
3424,T3D4737,Amiodarone,1951-25-3
3425,T3D4738,Encainide,66778-36-7
3426,T3D4739,Imipenem,74431-23-5
3427,T3D4740,Hexestrol,84-16-2
3428,T3D4741,Aminopterin,54-62-6
3429,T3D4742,Sodium Tetradecyl Sulfate,1191-50-0
3430,T3D4743,Ethinyl Estradiol,57-63-6
3431,T3D4744,Diethylstilbestrol,56-53-1
3432,T3D4745,Norethindrone,68-22-4
3433,T3D4746,Estrone,53-16-7
3434,T3D4747,Cyproterone acetate,427-51-0
3435,T3D4748,Methyltestosterone,58-18-4
3436,T3D4749,Levonorgestrel,797-63-7
3437,T3D4750,Busulfan,55-98-1
3438,T3D4751,Dihydrotestosterone,521-18-6
3439,T3D4752,Nitrofural,59-87-0
3440,T3D4753,Spironolactone,52-01-7
3441,T3D4754,Testosterone Propionate,57-85-2
3442,T3D4755,Stearic acid,57-11-4
3443,T3D4756,Triamcinolone,124-94-7
3444,T3D4757,Fulvestrant,129453-61-8
3445,T3D4758,Quercetin,117-39-5
3446,T3D4759,Liothyronine,6893-02-3
3447,T3D4760,Alpha-Cyclodextrin (Cyclohexa-Amylose),10016-20-3
3448,T3D4761,Butylbenzene,104-51-8
3449,T3D4762,"1,3-Butanediol",107-88-0
3450,T3D4763,Cyclohexanol,108-93-0
3451,T3D4764,Erythromycin,114-07-8
3452,T3D4765,Tolazamide,1156-19-0
3453,T3D4766,N-Decane,124-18-5
3454,T3D4767,Hydroxyurea,127-07-1
3455,T3D4768,Flutamide,13311-84-7
3456,T3D4769,Ethanolamine,141-43-5
3457,T3D4770,Tioguanine,154-42-7
3458,T3D4771,Celecoxib,169590-42-5
3459,T3D4772,Stavudine,3056-17-5
3460,T3D4773,Capric acid,334-48-5
3461,T3D4774,Cladribine,4291-63-8
3462,T3D4775,Fenofibrate,49562-28-9
3463,T3D4776,Fluorouracil,51-21-8
3464,T3D4777,Isoniazid,54-85-3
3465,T3D4778,Propylene glycol,57-55-6
3466,T3D4779,Pyrimethamine,58-14-0
3467,T3D4780,Theophylline,58-55-9
3468,T3D4781,Hydrochlorothiazide,58-93-5
3469,T3D4782,Pentadecane,629-62-9
3470,T3D4783,Nilutamide,63612-50-0
3471,T3D4784,Clofibrate,637-07-0
3472,T3D4785,Benzoic acid,65-85-0
3473,T3D4786,Didanosine,69655-05-6
3474,T3D4787,Lovastatin,75330-75-5
3475,T3D4788,Simvastatin,79902-63-9
3476,T3D4789,Troglitazone,97322-87-7
3477,T3D4790,Estriol,50-27-1
3478,T3D4791,Mestranol,72-33-3
3479,T3D4792,17-Hydroxyprogesterone caproate,630-56-8
3480,T3D4793,Rhodamine 6g,989-38-8
3481,T3D4795,Kaempferol,520-18-3
3482,T3D4796,Anastrozole,120511-73-1
3483,T3D4797,Palmitic acid,57-10-3
3484,T3D4798,Iopanoic acid,96-83-3
3485,T3D4799,Azelaic Acid,123-99-9
3486,T3D4800,Maleic acid,110-16-7
3487,T3D4801,Tetraethylene Glycol,112-60-7
3488,T3D4802,Oleic acid,112-80-1
3489,T3D4803,Letrozole,112809-51-5
3490,T3D4804,"2,4,6-Tribromophenol",118-79-6
3491,T3D4805,Phenylacetaldehyde,122-78-1
3492,T3D4806,Aminoglutethimide,125-84-8
3493,T3D4807,Oxybenzone,131-57-7
3494,T3D4808,Fluorescein,2321-07-5
3495,T3D4809,Gemfibrozil,25812-30-0
3496,T3D4810,N-Butyl-Benzenesulfonamide,3622-84-2
3497,T3D4811,Farnesol,4602-84-0
3498,T3D4812,Alpha-Linolenic Acid,463-40-1
3499,T3D4813,Masoprocol,500-38-9
3500,T3D4814,Cetyl-Trimethyl-Ammonium,57-09-0
3501,T3D4815,"1,10-Phenanthroline",66-71-7
3502,T3D4816,Salicylic acid,69-72-7
3503,T3D4817,Riboflavin,83-88-5
3504,T3D4818,Bicalutamide,90357-06-5
3505,T3D4819,Indene,95-13-6
3506,T3D4820,Finasteride,98319-26-7
3507,T3D4821,Gentian Violet,14426-25-6
3508,T3D4824,CP-122721,145742-28-5
3509,T3D4825,Ilepatril,473289-62-2
3510,T3D4826,"3,4-Dimethylphenol",95-65-8
3511,T3D4827,Forskolin,64657-11-0 and 66575-29-9
3512,T3D4828,Ethylphosphate,78-40-0
3513,T3D4829,1-Octen-3-Ol,3391-86-4
3514,T3D4830,Glycoluril,496-46-8
3515,T3D4831,Octyl gallate,1034-01-1
3516,T3D4832,17a-Estradiol,57-91-0
3517,T3D4833,Triethyl citrate,77-93-0
3518,T3D4834,Metenamine,100-97-0
3519,T3D4835,Triethanolamine,102-71-6
3520,T3D4836,4-Nonylphenol,104-40-5
3521,T3D4837,Geranyl acetate,105-87-3
3522,T3D4838,beta-Geraniol,106-24-1
3523,T3D4839,Isoamyl butyrate,106-27-4
3524,T3D4840,Propylene glycol mono- and diesters of fats and fatty acids,107-98-2
3525,T3D4841,Dimethylethanolamine,108-01-0
3526,T3D4842,Dibutyl decanedioate,109-43-3
3527,T3D4843,"(2E,4E)-2,4-Hexadienoic acid",110-44-1
3528,T3D4844,Glutaral,111-30-8
3529,T3D4845,Diethanolamine,111-42-2
3530,T3D4846,Methyl dodecanoate,111-82-0
3531,T3D4847,Undecylenic acid,112-38-9
3532,T3D4848,Methyl 2-hydroxybenzoate,119-36-8
3533,T3D4849,Vanillin,121-33-5
3534,T3D4850,Propyl gallate,121-79-9
3535,T3D4851,Isopentyl acetate,123-92-2
3536,T3D4852,Carmine red,1260-17-9
