network_for_specie,from_compound_metacyc_id,to_compound_metacyc_id,from_compound_smiles,to_compound_smiles
TAX-4932,CPD-15666,CPD-15653,CCCCCC/C=C\CC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCC/C=C\CC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15637,CPD-15666,CCCCCC/C=C\CCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCC/C=C\CC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15635,CPD-15637,CCCCCC/C=C\CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCC/C=C\CCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15692,T2-DECENOYL-COA,CCCCCC/C=C/CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15691,CPD-15692,CCCCCC/C=C/CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCC/C=C/CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15690,CPD-15691,CCCCCC/C=C/C[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCC/C=C/CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15689,CPD-15690,CCCCCC/C=C/C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCC/C=C/C[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15688,CPD-15689,CCCCCC/C=C/C=C\CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCC/C=C/C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15687,CPD-15688,CCCCCC/C=C/C=C\CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCC/C=C/C=C\CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15686,CPD-15687,CCCCCC/C=C/C=C\C[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCC/C=C/C=C\CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15685,CPD-15686,CCCCCC/C=C/C=C\C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCC/C=C/C=C\C[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15684,CPD-15685,CCCCCC/C=C/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCC/C=C/C=C\C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15683,CPD-15684,CCCCCC/C=C/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCC/C=C/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CIS-DELTA3-ENOYL-COA,TRANS-D2-ENOYL-COA,,
TAX-4932,TRANS-D2-ENOYL-COA,D-3-HYDROXYACYL-COA,,
TAX-4932,3-KETOACYL-COA,Saturated-Fatty-Acyl-CoA,,
TAX-4932,Saturated-Fatty-Acyl-CoA,TRANS-D2-ENOYL-COA,,
TAX-4932,D-3-HYDROXYACYL-COA,3-KETOACYL-COA,,
TAX-4932,CPD66-39,Saturated-Fatty-Acyl-CoA,,
TAX-4932,CPD-15567,CPD-15568,CCCCCCCCCC/C=C/CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15566,CPD-15567,CCCCCCCCC/C=C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCCCCC/C=C/CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15663,CPD-15658,CCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15678,CPD-15663,CCCCCC/C=C/C(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15662,CPD-15678,CCCCCC/C=C/[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCC/C=C/C(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,|5-ppp-RiboNuc-mRNA|,|5-pp-Ribonuc-mRNA|,,
TAX-4932,BETA-D-FRUCTOSE,FRUCTOSE-6P,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,O=P([O-])([O-])OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O
TAX-4932,SUCROSE,BETA-D-FRUCTOSE,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O
TAX-4932,SUCROSE,ALPHA-GLUCOSE,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
TAX-4932,ALPHA-GLUCOSE,GLC,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
TAX-4932,Glucopyranose,Glucopyranose,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
TAX-4932,Glucopyranose,D-glucopyranose-6-phosphate,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
TAX-4932,CPD0-2350,Pre-tRNA-3-prime-half-molecules,,
TAX-4932,CPD0-2350,Pre-tRNA-5-prime-half-molecules,,
TAX-4932,CPD3DJ-11366,SPHINGOSINE,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H]([NH3+])COP(=O)([O-])[O-],CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H]([NH3+])CO
TAX-4932,CPD3DJ-11366,CPD-292,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H]([NH3+])COP(=O)([O-])[O-],CCCCCCCCCCCCC/C=C/C=O
TAX-4932,PROTOHEME,|Cytochromes-c|,C=CC1=C(C)C2=Cc3c(C=C)c(C)c4n3[Fe-2]35n6c(c(C)c(CCC(=O)[O-])c6=CC6=[N+]3C(=C4)C(C)=C6CCC(=O)[O-])=CC1=[N+]25,
TAX-4932,NADH,NADPH,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
TAX-4932,NADH,Ubiquinols,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,
TAX-4932,NADPH,CPD-14133,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)[C@H](O)CC1
TAX-4932,NADPH,CPD0-2474,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)[C@@H](O)CC1
TAX-4932,NADP,NADPH,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
TAX-4932,NAD,NADP,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
TAX-4932,NAD,NADH,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
TAX-4932,NICOTINATE_NUCLEOTIDE,DEAMIDO-NAD,O=C([O-])c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H]([n+]3cccc(C(=O)[O-])c3)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
TAX-4932,UDP,DUDP,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1
TAX-4932,CDP,DCDP,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)n1,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)n1
TAX-4932,UTP,CTP,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)n1
TAX-4932,UTP,UMP,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
TAX-4932,CARBAMOYL-P,CARBAMYUL-L-ASPARTATE,NC(=O)OP(=O)([O-])[O-],NC(=O)N[C@@H](CC(=O)[O-])C(=O)[O-]
TAX-4932,CPD-15895,PYRIDOXAL_PHOSPHATE,O=C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-],Cc1ncc(COP(=O)([O-])[O-])c(C=O)c1O
TAX-4932,PYRIDOXAL_PHOSPHATE,HMP,Cc1ncc(COP(=O)([O-])[O-])c(C=O)c1O,Cc1ncc(CO)c(N)n1
TAX-4932,GAP,PYRIDOXAL_PHOSPHATE,O=C[C@H](O)COP(=O)([O-])[O-],Cc1ncc(COP(=O)([O-])[O-])c(C=O)c1O
TAX-4932,CPD-10269,CPD-9245,CCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCC/C=C\CCCCCCCC(=O)[O-]
TAX-4932,CPD-8291,CPD-8355,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C\CCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[NH3+]
TAX-4932,CPD-8355,L-1-GLYCEROPHOSPHORYLETHANOL-AMINE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[NH3+],[NH3+]CCOP(=O)([O-])OC[C@H](O)CO
TAX-4932,CPD-8355,CPD-8291,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[NH3+],CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C\CCCCCCCC
TAX-4932,L-1-GLYCEROPHOSPHORYLETHANOL-AMINE,ETHANOL-AMINE,[NH3+]CCOP(=O)([O-])OC[C@H](O)CO,[NH3+]CCO
TAX-4932,LANOSTEROL,CPD-16016,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@H]1CC3,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H]1CC[C@]2(C)C3=C(CC[C@H]2C1(C)C)[C@]1(C)CC[C@H]([C@H](C)CCC=C(C)C)[C@@]1(C)CC3
TAX-4932,CPD-16016,LANOSTEROL,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H]1CC[C@]2(C)C3=C(CC[C@H]2C1(C)C)[C@]1(C)CC[C@H]([C@H](C)CCC=C(C)C)[C@@]1(C)CC3,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@H]1CC3
TAX-4932,CPD-16017,ERGOSTEROL,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC=C3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C)C1,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
TAX-4932,ERGOSTEROL,CPD-16017,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC=C3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C)C1
TAX-4932,PYRIDOXAL,PYRIDOXAL_PHOSPHATE,Cc1ncc(CO)c(C=O)c1O,Cc1ncc(COP(=O)([O-])[O-])c(C=O)c1O
TAX-4932,PYRIDOXINE,PYRIDOXAL,Cc1ncc(CO)c(CO)c1O,Cc1ncc(CO)c(C=O)c1O
TAX-4932,PYRIDOXINE,PYRIDOXINE-5P,Cc1ncc(CO)c(CO)c1O,Cc1ncc(COP(=O)([O-])[O-])c(CO)c1O
TAX-4932,PYRIDOXINE-5P,PYRIDOXAL_PHOSPHATE,Cc1ncc(COP(=O)([O-])[O-])c(CO)c1O,Cc1ncc(COP(=O)([O-])[O-])c(C=O)c1O
TAX-4932,CPD-15380,PYRIDOXINE,OCc1cnc(CO)c(O)c1CO,Cc1ncc(CO)c(CO)c1O
TAX-4932,PRPP,5-P-BETA-D-RIBOSYL-AMINE,O=P([O-])([O-])OC[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])[O-])[C@H](O)[C@@H]1O,[NH3+][C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
TAX-4932,CPD-10204,CPD-10206,CC1=C(O)C(=O)CO1,CC=C1OC(C)=C(O)C1=O
TAX-4932,CPD-15190,CPD-15191,CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\Cc1cc(C(=O)[O-])ccc1N,CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\Cc1cc(C(=O)[O-])cc(O)c1N
TAX-4932,2-HEXAPRENYL-3-METHYL-5-HYDROXY-6-METHOX,UBIQUINOL-30,COc1c(O)c(O)c(C)c(C/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CCC=C(C)C)c1O,COc1c(O)c(C)c(C/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CCC=C(C)C)c(O)c1OC
TAX-4932,2-HEXAPRENYL-3-METHYL-6-METHOXY-14-BENZ,2-HEXAPRENYL-3-METHYL-5-HYDROXY-6-METHOX,COc1cc(O)c(C)c(C/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CCC=C(C)C)c1O,COc1c(O)c(O)c(C)c(C/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CCC=C(C)C)c1O
TAX-4932,2-HEXAPRENYL-6-METHOXY-14-BENZOQUINOL,2-HEXAPRENYL-3-METHYL-6-METHOXY-14-BENZ,COc1cc(O)cc(C/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CCC=C(C)C)c1O,COc1cc(O)c(C)c(C/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CCC=C(C)C)c1O
TAX-4932,P-AMINO-BENZOATE,CPD-15190,Nc1ccc(C(=O)[O-])cc1,CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\Cc1cc(C(=O)[O-])ccc1N
TAX-4932,ALL-TRANS-HEXAPRENYL-DIPHOSPHATE,CPD-15190,CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-],CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\Cc1cc(C(=O)[O-])ccc1N
TAX-4932,INOSITOL-1456-TETRAKISPHOSPHATE,CPD-1107,O=P([O-])([O-])O[C@@H]1[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H](O)[C@H]1OP(=O)([O-])[O-],O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H]1OP(=O)([O-])[O-]
TAX-4932,VERY-LONG-CHAIN-FATTY-ACYL-COA,Phytoceramides,,
TAX-4932,PHYTOSPINGOSINE,Phytoceramides,CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H]([NH3+])CO,
TAX-4932,FORMALDEHYDE,S-HYDROXYMETHYLGLUTATHIONE,C=O,[NH3+][C@@H](CCC(=O)N[C@@H](CSCO)C(=O)NCC(=O)[O-])C(=O)[O-]
TAX-4932,CPD-548,FORMATE,[NH3+][C@@H](CCC(=O)N[C@@H](CSC=O)C(=O)NCC(=O)[O-])C(=O)[O-],O=C[O-]
TAX-4932,S2O3,SO3,O=S(=O)([O-])S,O=S([O-])[O-]
TAX-4932,MAL,OXALACETIC_ACID,O=C([O-])C[C@H](O)C(=O)[O-],O=C([O-])CC(=O)C(=O)[O-]
TAX-4932,OXALYL-COA,FORMYL-COA,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C(=O)[O-],CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC=O
TAX-4932,a-2-oxoglutarate-dehydrogenase-E2-protei,Oxo-glutarate-dehydrogenase-lipoyl,,
