Stimulus,Description
1690,"Sweet and mild, fruity-balsamic, pleasantly floral odor of moderate tenacity,"
1691,"Sweet and delicately floral-spicy odor, very reminiscent of Heliotrope, in some observers” opinion more so than Heliotropine itself."
1692,"Faint ‘“metallic’”or .’ink-like” odor, presumably due to traces of free t)hcnol. other than have tendency to decompose during vacuumdistillation and break off traces of phenols."
1693,"Very powerful and penetrating, diffusive and tenacious, sweet, heavy odor, with some resemblance to Honey, Castoreum, Oakmoss, Tobacco (cured, burnt Cigar tobacco), etc."
1694,"Floral Vanilla-1ike odor, sweeter and more delicate than the odor of Vanillin"
1695,"Very powerful and penetrating, greenearthy, foliage-like odor in extreme dilution becoming quite floral, Lilac-Hyacinth-like and slightly fruity."
1696,"Sweet-earthy, somewhat nut-like and floral odor, reminiscent of Hawthorne and Hyacinth, but much milder and more tenacious than the Aldehyde."
1697,"Sweet-earthy and nut-like odor resembling that of Coumarin, and with good tenacity. This Acetal is one of the least floral ones of the series, and its field of application is rather small."
1698,"Peculiar earthy-floral, musty-green odor. Some observers find a Peach-like note in this odor, but the author has not been able to personally underwrite this."
1699,"Powerful, earthy, warm-spicy and green, deep-fruity odor, reminiscent of Walnut Mushroom (Champignon) with a slightly floral-fruity undertone."
1700,"Powerful, but relatively soft, green-herbal, earthy-green odor, reminiscent of Reseda (Mignonette)."
1701,"Soft floral, deep-green and very tenacious odor with some resemblance to Rose foliage or Rose calice in a bouquet of Roses."
1702,"Very earthy, sweet-green or musty, but delicate odor resembling that of Mushroom"
1703,"Sweet-earthy, Mushroom-like odor with slight Iy fruity-green undertones and moderate tcnacit y."
1704,"Fresh-floral, powerful and fruity-green,slightly earthy-green odor more delicate than Phenylethylacetate, not as rosy, more Hyacinth-Lilac-like."
1705,"Sweet and honey-like, slightly fruity odor of considerable diffusive power and moderate tenacity."
1706,"Sweet-floral, but mther heavy odor of Lilac-Hyacinth type. Commercial products are mrely of high olfactory purity and may show variable amounts of harsh or “’gassy““or Acetophenone-like topnotes which partly or wholly ruin the overall odor impression."
1707,"Fruity-floral, and slightly spicy odor wilh faintly woody undertones. Overall rather heavy, but pleasant."
1708,"Fruity-woody, very sweet and somewhat heavy, but overall pleasant odor"
1709,"Rather weak, woody and somewhat medicinal odor with an incense-like undertone."
1710,"Rather weak, sweet-medicinal, moderately tenacious odor with a faint resemblance to notes in Civet. Overall woody-hydrocarbonlike."
1711,"Very faint, dry-woody, slightly camphoraceous odor of considerable tenacity"
1712,"Sweet odor reminiscent of mashed Bitter Almonds, but more woody and delicate."
1713,"Very unpleasant, chokingly repulsive odor, often described as reminiscent of “rotten eggs” or “decaying seaweed”, etc. both of which products are literally oozing out Hydrogen sulfide in the state described."
1714,"Peculiar woody -smokey odor, reminiscent of the Cresols, but sweeter and milder, more smokey, less medicinal."
1715,"Powerful and rich, sweet-floral odor with resemblance to Lilac. Slightly animal undertone and good tenacity."
1716,The pure chemical is virtually odorless. Commercial grades may carry a faintly phenolic odor
1717,Anisic-minty odor of considerable tenacity.
1718,"Warm-herbaceous and Nut-like, tobaccolike odor of considerable power and good tenacity"
1719,"Sweet and moderately warm-herbaceous odor, reminiscent at the same time of Anise and Fennel."
1720,"Sweet-herbaceous odor, reminiscent ofAnisc and Fennel, but not as sweet as Hydroquinone met hylet hylet her."
1721,"Sweet, “aromatic” odor, reminiscent of Anisole, but much weaker and milder, not harsh. Chemically pure l-iydroquinone monomethylether has very little odor."
1722,"Sweet and rather heavy-floral, also somewhat herbaceous odor, reminiscent of New Mown Hay or Hawthorne in higher concentration, almost Mimosa-like in extreme dilution."
1723,"Heavy-floral, somewhat herbaceous or woody-haylike odor of considerable tenacity."
1724,"Herbaceous-sweet, somewhat dry odor. Overall rather mild and not very tenacious."
1725,"Very faint, sweet-woody-balsamic odor. Chemically pure aldehyde is virtually odorless."
1726,"Refreshingly green-vegetable odor reminiscxmt of Cucumber, Watermelon (rind) and very young, undeveloped leaves. There is an almost citrusy freshness in this delicate greenness."
1727,"Sweet-floral, at firsdtelicate and refreshingly mild, but often increasing in odor strength after short olfactory study. The floral notes are mild, light and resemble Lily of the Valley."
1728,Very faint green-floral odor of considerable tenacity.
1729,"Its odor is very mild, in fact, some observers find it practically odorless."
1730,"Very faint, green and fresh-floral odor of good tenacity. Some observers find this material to be practically odorless."
1731,"Very mild floral odor, producing a rosy effect in compositions, but barely showing an odor of its own. Excellent tenacity."
1732,"Very sweet, heavy-floral and extremely tenacious odor of Honey -Orangeblossom- Magnolia type."
1733,"Sweet, floral odor of great tenacity"
1734,"Very sweet, heavy-floral Orange-blossom to Lindenflower type odor of considerable tenacity"
1735,"Heavy-sweet, herbaceous-floral odor of excellent tenacity."
1736,"Very mild (weak) clean-sweet, floral odor of considerable tenacity. The floral type is Rose-Peony, typically less green, less Lily or Muguet than the aldehyde."
1737,"Soft, sweet, balsamic-floral odor with pleasant ethereal overtones and moderate tenacity."
1738,"Very faint woody-medicinal odor with a nut-like, herbaceous tone."
1739,"Sweet-herbaceous, somewhat fungoid or mushroomy odor, in dilution reminiscent of Amylvinyicarbinol and related Lavender trace materials."
1740,"Dry-woody, camphoraceous-medicinal type of odor. Very good tenacity."
1741,"Sweet, balsamic-floral odor of considerable tenacity. lt has notes in common with Vanillin but is not as sweet and not as Vanilla-like, more floral and slightly greener."
1742,Powerful dry-camphoraceous odor with l slightly floral undertone and moderate tenacity.
1743,"Swccamphoraccous-minty, Lime-like odor of moderate to poor tenacity"
1744,"intensely sweet, fruity -brcadlikc, pleasant odor of immense tenacity in spite of considerable volatility at room temperature"
1745,"Powerful ethereal, fruity-green, vinous odor of poor tenacity."
1746,"Warm-aromatic odor, rather pungent and not typically reminiscent of any specific natural material. Somewhat haylike, also remotely floral, heavy and sweet, with good tenacity"
1747,"Aromatic, somcw hat medicinal, warm, woody -herbaceous odor of good tenacity."
1748,"Woody -rootlike, d~-sweet and very tenacious odor with resemblance to Vetiver, Cedar and Amyns."
1749,"Fresh-green, oily and slightly floral odor, particularly in dilution. Moderate tenacity"
1750,"Warm-herbaceous, whey-ethereal odor, remotely resembling that of Hungarian Chamomile. a similarity to Hay and Caramellic, Tobacco etc. is often pcrccpliblc."
1751,"Warm. herbaceous, slightly musty-mushroom-like odor with nut-like undertones andmoderate tenacity."
1752,"Musty-herbaceous, sweet. slightly earthy odor of moderate tenacity."
1753,"The odor is delicately sweet, light and floral"
1754,"Rich, sweet, musky odor of good tenacity. Not quite as delicately ‘animal- as Cyclopentadccanolide,"
1755,"Warm-herbaceous, somewhat earthy or Walnut-like, sweet odor of moderate tenacity."
1756,Sweet and slightly pungent-buttery-nut-like odor.
1757,"Strong and tenacious musky odor. The Musk note is deficient in delicate animal tones,"
1758,"Oily-pungent, somewhat cheesy-nut-like odor, overall rather unpleasant. The herbaceous notes are concealed in an oily character which leans toward the rancid note."
1759,"Very sweet, fruity and warrrt odor resembling Raspberry preserve and having a moderate tenacity."
1760,"Faint, sweet fruity-floral odor. mainly rosy."
1761,"Peculiar warm-herbaceous, almost caramellic odor, yet with little resemblance to a natural product"
1762,"Musty-herbaceous, rather sweet odor of moderate tenacity."
1763,"Comparatively powerful, warm-herbaceous ethereal odor with a peculiar resemblance to Pyridine or Quinoline, yet not nearly as penetrating."
1764,"Sweet-floral, almost rosy and slightly musty woody odor of moderate to good tenacity."
1765,"Fresh, vegetable-green odor with a floral undertone and good tenacity. some observers tind the odor similar to that of Watermelon."
1766,"The orfho- and the mem-isomers have sweet, floral-balsamic odors while the ptvw-isomer is so weak that it can bc classified as absolutely uninteresting, except for academic studies. A product containing a mixture primarily of the orfho- and the meru-isomer has been recommended for usc in soap perfumes."
1767,use as a preservative with mild antioxidant effect
1768,"Very mild, herbaceous-haylike odor with variable amounts of rootlike or pungent notes."
1769,"Powdery -dustry, dry, Orris-like odor of considerable tenacity."
1770,Practically odorless
1771,"Extremely diffusive and powerful odor, almost tarry-repulsive and choking when concentrated, but in concentrations lower than 0.10. or in compositions, it shows powerful floral notes and pleasant radiation."
1772,"Freshly prepared Indolene with a nearpcrfect chemical balance has a mild, delicate, but extremely tenacious floral odor of considerable radiation."
1773,"Powerful, sweet-floral and very tenacious odor of Hyacinth-Honeysuckle character."
1774,"Sweet, oily-herbaccous, warm odor with floral-balsamic undenones. There is some resemblance to Labdanum notes and the tenacity is moderate"
1775,
1776,"Warm-woody, balsamic-floral odor of deep sweetness and moderate tenacity. Its rcsemblancetotheodorof Violet flowers is legendary."
1777,"Warm, woody, somewhat dry odor with a fruity undertone"
1778,This ketone is mentioned only for the sake of completing the picture of lonone isomers.
1779,"Intensely sweet, fruity-woody odor of great volume and excellent tenacity, suggestive of precious woods with floral background notes and a similarity to Raspberry."
1780,"Very sweet, deep, warm-fruity and tenacious odor with a woody undertone. Strikingly reminiscent of the odor of dried figs, dates or dried bananas. Often described as “jam-like”."
1781,"Heavy and very sweet-floral, “’Oriental”-balsamic odor of excellent tenacity."
1782,"Sweet-fruity, caramellic-marrnclade-like odor with woody undertones and good tcnacity."
1783,"The odor is soft, warm, Orris-Violet-lihe,sweet and extremely diffusive"
1784,Most perfumers agree that bera-lronc resembles befa-lonone in odor except that the Irene is somewhat more powerful.
1785,"Warm, soft, woody-Violet-like odor, gener-ally considered slightly weaker and not as radiant as that of alpha-lrone."
